sciname,comname,category,value
Lentinus,woodcaps and sawgills,Fungi,3
Crassulaceae,stonecrop family,Plantae,3
Viola,violets,Plantae,3
Persicaria,"knotweeds, smartweeds, and waterpeppers",Plantae,3
Persicaria capitata,pink knotweed,Plantae,3
Pericrocotus flammeus,Orange Minivet,Aves,3
Petaurus breviceps,Sugar Glider,Mammalia,3
Pergesa acteus,Green Pergesa Hawkmoth,Insecta,3
Eudynamys scolopaceus,Asian Koel,Aves,3
Perciformes,Perch-like Fishes,Actinopterygii,3
Perameles nasuta,Long-nosed Bandicoot,Mammalia,3
Petroica phoenicea,Flame Robin,Aves,3
Acanthisitta chloris chloris,South Island Rifleman,Aves,3
Artamus cyanopterus,Dusky Woodswallow,Aves,3
Pezizomycotina,Higher Ascomycetes,Fungi,3
Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,Aves,3
Eulamprus tympanum,Southern Water Skink,Reptilia,3
Abutilon indicum,Indian Mallow,Plantae,3
Brachychiton,Kurrajongs,Plantae,3
Cepora nerissa,Common Gull,Insecta,3
Artamus personatus,Masked Woodswallow,Aves,3
Armadillidae,Tropical Pill Woodlice,Animalia,3
Phaulacridium vittatum,"Grasshoppers, Crickets, and Katydids",Insecta,3
Acacia melanoxylon,blackwood,Plantae,3
Artocarpus altilis,Breadfruit,Plantae,3
Cercophonius squama,Forest Scorpion,Arachnida,3
Phocarctos hookeri,New Zealand Sea Lion,Mammalia,3
Cercopoidea,Spittlebugs,Insecta,3
Amorphophallus paeoniifolius,elephant-foot yam,Plantae,3
Artocarpus heterophyllus,Jackfruit,Plantae,3
Phormium tenax,New Zealand flax,Plantae,3
Litoria rothii,Roth's Tree Frog,Amphibia,3
Euploea core,Butterflies and Moths,Insecta,3
Erythropitta kochi,Whiskered Pitta,Aves,3
Phalacrocorax punctatus punctatus,Mainland Spotted Shag,Aves,2
Cleobora mellyi,Tasmanian Ladybird,Insecta,2
Eucalyptus racemosa,Scribbly Gum,Plantae,2
Gallirallus philippensis assimilis,New Zealand Buff-banded Rail,Aves,2
Dodonaea viscosa,Akeake,Plantae,2
Myrmecia pilosula,Black Jumper Ant,Insecta,2
Crinia signifera,Common Eastern Froglet,Amphibia,2
Annona muricata,Soursop,Plantae,2
Pseudemoia entrecasteauxii,Entrecasteaux's Skink,Reptilia,2
Cleome houtteana,Spider flower,Plantae,2
Orthetrum luzonicum,Slender Blue Skimmer,Insecta,2
Lampides boeticus,Pea Blue,Insecta,2
Cleome rutidosperma,Purple Cleome,Plantae,2
Archimantis armata,Spiny Grass Mantis,Insecta,2
Archilochus colubris,Ruby-throated Hummingbird,Aves,2
Gallirallus australis australis,Western Weka,Aves,2
Sericornis magnirostra,Thornbills and Allies,Aves,2
Acropora,"Table, Elkhorn, and Staghorn Corals",Animalia,2
Uperodon rohani,Globular Frogs,Amphibia,2
Helicina,Helicinan Snails and Slugs,Mollusca,2
Cenchrus setaceus,crimson fountain grass,Plantae,2
Helicoidea,Helicoid Land Snails,Mollusca,2
Lampona cylindrata,Common White-tail Spider,Arachnida,2
Apis florea,"Ants, Bees, Wasps, and Sawflies",Insecta,2
Cleridae,Checkered Beetles,Insecta,2
Crocothemis servilia servilia,Crimson Darter,Insecta,2
Gallirallus australis,Weka,Aves,2
Emydura macquarii krefftii,Krefft's River Turtle,Reptilia,2
Sesuvium portulacastrum,sea purslane,Plantae,2
Myrmecia fulvipes,Tawny-legged Jack Jumper Ant,Insecta,2
Myrmecia brevinoda,Giant Bulldog Ant,Insecta,2
Ctenoplusia albostriata,Eastern Streaked Plusia,Insecta,2
Sialia sialis,Eastern Bluebird,Aves,2
Clerodendrum paniculatum,Pagoda-flower,Plantae,2
Sida acuta,Spinyhead Sida,Plantae,2
Pseudagrion rubriceps,Orange-faced Sprite,Insecta,2
Sidnia kinbergi,Australian crop mirid,Insecta,2
Myrmaplata plataleoides,Red Weaver Ant-mimicking Spider,Arachnida,2
Lampona murina,Eastern White-tail Spider,Arachnida,2
Sidymella trapezia,Trapezoid Crab Spider,Arachnida,2
Breynia oblongifolia,coffee bush,Plantae,2
Psephotus varius,Mulga Parrot,Aves,2
Clibanarius taeniatus,Striped-leg Hermit Crab,Animalia,2
Clidemia hirta,soapbush,Plantae,2
Zosterops luteus,Australian Yellow White-eye,Aves,2
Siler semiglaucus,Jade Jumping Spider,Arachnida,2
Myristica fragrans,Nutmeg,Plantae,2
Silvascincus murrayi,Blue-speckled Forest-skink,Reptilia,2
Litoria dentata,Bleating Tree Frog,Amphibia,2
Zoothera heinei,Russet-tailed Thrush,Aves,2
Siphonaria diemenensis,Air-breathing limpet,Mollusca,2
Discomedusae,Discomedusans,Animalia,2
Cyclosa,Trashline Orbweavers,Arachnida,2
Clogmia albipunctata,Bathroom Moth Fly,Insecta,2
Pennisetum,fountain grasses,Plantae,2
Hemiaspis signata,Black-bellied Swamp Snake,Reptilia,2
Dipodium variegatum,Slender Hyacinth-Orchid,Plantae,2
Smeringopus natalensis,Natal Daddy Long-legs Spider,Arachnida,2
Smeringopus pallidus,Pale Daddy Long-legs Spider,Arachnida,2
Yungipicus kizuki,Pygmy Woodpecker,Aves,2
Protaetia fusca,Mango Flower Beetle,Insecta,2
Atractocarpus fitzalanii,Brown Gardenia,Plantae,2
Callosciurus notatus,Plantain Squirrel,Mammalia,2
Solanaceae,nightshade family,Plantae,2
Solanoideae,nightshades and allies,Plantae,2
Cephrenes trichopepla,Grass Darts and Darters,Insecta,2
Solanum americanum,American black nightshade,Plantae,2
Clubiona,Leafcurling Sac Spiders,Arachnida,2
Hemidactylus flaviviridis,Northern House Gecko,Reptilia,2
Orthorrhapha,Orthorrhaphan Flies,Insecta,2
Lycoperdaceae,puffballs,Fungi,2
Hemidactylus garnotii,Garnot's House Gecko,Reptilia,2
Solanum lycopersicum,tomato,Plantae,2
Ctenophorus ornatus,Ornate Crevice-dragon,Reptilia,2
Solanum melongena,eggplant,Plantae,2
Callorhinchus milii,Australian Elephantfish,Animalia,2
Criocerinae,Shining Leaf Beetles,Insecta,2
Acanthis cabaret,Redpolls,Aves,2
Phyllanthaceae,leaf-flower family,Plantae,2
Myiagra rubecula,Myiagra Flycatchers,Aves,2
Osteopilus septentrionalis,Cuban Tree Frog,Amphibia,2
Cosmodela aurulenta,Golden-spotted Tiger Beetle,Insecta,2
Prosotas dubiosa,Tailless Line Blue,Insecta,2
Hemidactylus triedrus,Blotched house gecko,Reptilia,2
Somateria mollissima,Common Eider,Aves,2
Myiagra rubecula,Leaden Flycatcher,Aves,2
Abantiades latipennis,Pindi Moth,Insecta,2
Clynotis severus,Stern Jumping Spider,Arachnida,2
Chelonia mydas,Green Sea Turtle,Reptilia,2
Diplodactylus vittatus,Eastern Stone Gecko,Reptilia,2
Callopistria maillardi,White Tangle,Insecta,2
Spathiphyllum wallisii,Peace Lily,Plantae,2
Callopistria,Fern Moths,Insecta,2
Uroplata girardi,Lantana beetle,Insecta,2
Acraea andromacha,Butterflies and Moths,Insecta,2
Zanda baudinii,Baudin's Black-Cockatoo,Aves,2
Ctenophorus nuchalis,Central Netted Dragon,Reptilia,2
Amaryllis belladonna,Belladonna Lily,Plantae,2
Gahnia,Saw-sedges,Plantae,2
Aedes notoscriptus,Striped Mosquito,Insecta,2
Carduinae,Thistles and Burdocks,Plantae,2
Sphecotheres vieilloti vieilloti,Australasian Figbird,Aves,2
Diphlebia lestoides,Whitewater Rockmaster,Insecta,2
Otiorhynchus cribricollis,Cribrate Weevil,Insecta,2
Prionochilus plateni,Palawan Flowerpecker,Aves,2
Eucalyptus melliodora,Yellow Box,Plantae,2
Diodontidae,Porcupinefishes,Actinopterygii,2
Spialia galba,Indian Skipper,Insecta,2
Cenchrus clandestinus,kikuyu grass,Plantae,2
Spilornis cheela,Crested Serpent-Eagle,Aves,2
Azolla,Mosquito Ferns,Plantae,2
Otus fuliginosus,Palawan Scops-Owl,Aves,2
Cyclodomorphus casuarinae,She-oak Slender Bluetongue,Reptilia,2
Spinifex sericeus,Beach Spinifex,Plantae,2
Henicopsaltria eydouxii,Razor Grinder,Insecta,2
Cnidaria,Cnidarians,Animalia,2
Acanthopagrus butcheri,Black Bream,Actinopterygii,2
Adenanthos barbiger,Hairy Jugflower,Plantae,2
Cerastoderma edule,Common Cockle,Mollusca,2
Spodoptera cilium,Dark Mottled Willow,Insecta,2
Prioneris thestylis,Spotted sawtooth,Insecta,2
Bactrocera dorsalis,Oriental Fruit Fly,Insecta,2
Euphorbia tirucalli,Fire Stick,Plantae,2
Murinae,Murines,Mammalia,2
Muridae,Old World Mice and Rats,Mammalia,2
Callitris gracilis,Slender Cypress-pine,Plantae,2
Muntingia calabura,calabur tree,Plantae,2
Evania appendigaster,Ensign Wasps,Insecta,2
Passiflora pallida,pale passionflower,Plantae,2
Brachionycha nubeculosa,Rannoch Sprawler,Insecta,2
Eucalyptus erythrocorys,red-capped gum,Plantae,2
Asopinae,Predatory Stink Bugs,Insecta,2
Utetheisa pulchelloides,Heliotrope Moth,Insecta,2
Motacilla maderaspatensis,White-browed Wagtail,Aves,2
Stachys byzantina,woolly hedgenettle,Plantae,2
Funambulus pennantii,Five-striped Palm Squirrel,Mammalia,2
Biziura lobata,Musk Duck,Aves,2
Anolis extremus,Barbados anole,Reptilia,2
Anachloris subochraria,golden grass carpet,Insecta,2
Motacilla alba,White Wagtail,Aves,2
Presbytis siamensis,White-thighed Surili,Mammalia,2
Fuligo septica,Dog Vomit Slime Mold,Protozoa,2
Pittosporum angustifolium,Native apricot,Plantae,2
Araneus,Angulate and Roundshouldered Orbweavers,Arachnida,2
Phascolarctos cinereus,Koala,Animalia,2
Heterodontus portusjacksoni,Port Jackson Shark,Animalia,2
Vachellia,thorn trees,Plantae,2
Heterometrus laoticus,Laotian Giant Scorpion,Arachnida,2
Zanda latirostris,Black-Cockatoos,Aves,2
Coccinia grandis,Ivy gourd,Plantae,2
Stegostoma tigrinum,Zebra Shark,Animalia,2
Brassicaceae,mustard family,Plantae,2
Moringa oleifera,Horseradishtree,Plantae,2
Brassica,cabbages and mustards,Plantae,2
Lupinus diffusus,Skyblue Lupine,Plantae,2
Morinda citrifolia,Noni,Plantae,2
Eucalyptus cosmophylla,cup gum,Plantae,2
Anomalopus verreauxii,Three-clawed Worm-skink,Reptilia,2
Laridae,"Gulls, Terns, and Skimmers",Aves,2
Potentilla indica,mock strawberry,Plantae,2
Ceyx erithaca,Black-backed Dwarf-Kingfisher,Aves,2
Dicrurus leucophaeus,Ashy Drongo,Aves,2
Carettinae,Typical Sea Turtles,Reptilia,2
Oxya,Rice Grasshoppers,Insecta,2
Sterna striata striata,New Zealand White-fronted Tern,Aves,2
Sterna striata striata,White-fronted Tern,Aves,2
Sterninae,Terns and Noddies,Aves,2
Arhynchobdellida,Proboscisless Leeches,Animalia,2
Abispa,Large Australasian Mason Wasps,Insecta,2
Anas platyrhynchos × Cairina moschata,Mallard × Muscovy Duck,Aves,2
Argiope keyserlingi,Garden Orbweavers,Arachnida,2
Leucauge,orchard spider and allies,Arachnida,2
Vanellus coronatus,Crowned Lapwing,Aves,2
Mopsus mormon,Jumping Spiders,Arachnida,2
Codium,Codiums,Plantae,2
Monteithiella humeralis,Pittosporum shield bug,Insecta,2
Lunella torquata,Rough turban shell,Mollusca,2
Amphibolurinae,"Bearded Dragons, Water Dragons, and Allies",Reptilia,2
Arkys lancearius,Common Triangular Spider,Arachnida,2
Dicranolaius bellulus,Red and Blue Beetle,Insecta,2
Dicotylichthys punctulatus,Threebar Porcupinefish,Actinopterygii,2
Acytolepis puspa,Common Hedge Blue,Insecta,2
Hibbertia scandens,Climbing Guinea flower,Plantae,2
Dicksonia fibrosa,golden tree fern,Plantae,2
Cyathus stercoreus,dung-loving bird's nest fungus,Fungi,2
Hibiscus heterophyllus,Rosella,Plantae,2
Portulaca,purslanes,Plantae,2
Strelitzia reginae,common bird-of-paradise flower,Plantae,2
Zapornia tabuensis,Spotless Crake,Aves,2
Lucanus maculifemoratus maculifemoratus,Miyama Stag Beetle,Insecta,2
Pisauridae,Nursery Web Spiders,Arachnida,2
Epacris impressa,Common Heath,Plantae,2
Monoctenia falernaria,Patched Leaf Moth,Insecta,2
Oxyopes elegans,Elegant Lynx Spider,Arachnida,2
Leucauge dromedaria,orchard spider and allies,Arachnida,2
Hierodula majuscula,giant rainforest mantis,Insecta,2
Vanellus tricolor,Banded Lapwing,Aves,2
Dichocrocis clytusalis,Kurrajong Bag Moth,Insecta,2
Asteroidea,Sea Stars,Animalia,2
Hippeastrum,South American amaryllis,Plantae,2
Vanessa atalanta,Red Admiral,Insecta,2
Cheilomenes sexmaculata,Six-spotted Zigzag Ladybird,Insecta,2
Cyathea cooperi,Australian tree fern,Plantae,2
Popplepsalta rubristrigata,Red Scratcher,Insecta,2
Banksia attenuata,Candlestick Banksia,Plantae,2
Cyathea australis,rough tree-fern,Plantae,2
Coenobita perlatus,Strawberry Hermit Crab,Animalia,2
Strophurus spinigerus,Soft Spiny-tailed Gecko,Reptilia,2
Aphidomorpha,Aphids and Allies,Insecta,2
Mohoua ochrocephala,Yellowhead,Aves,2
Hippotion scrofa,Coprosma Hawk Moth,Insecta,2
Dicaeum hypoleucum,White-bellied Flowerpecker,Aves,2
Struthio camelus,Common Ostrich,Aves,2
Loriculus beryllinus,Sri Lanka Hanging-Parrot,Aves,2
Banksia grandis,Giant Banksia,Plantae,2
Dicaeum hirundinaceum,Mistletoebird,Aves,2
Sturnus vulgaris vulgaris,Common Starling,Aves,2
Acacia suaveolens,Sweet Wattle,Plantae,2
Litoria fallax,Australasian Tree Frogs,Amphibia,2
Anthracoceros coronatus,Malabar Pied Hornbill,Aves,2
Ozius truncatus,Black Finger Crab,Animalia,2
Mocis alterna,Bean Looper,Insecta,2
Diaphania indica,Cucumber Moth,Insecta,2
Pongo pygmaeus,Bornean Orangutan,Mammalia,2
Linepithema humile,Argentine Ant,Insecta,2
Poneridia semipullata,Figleaf Beetle,Insecta,2
Cyathea,scaly tree ferns,Plantae,2
Histiopteris incisa,Water Fern,Plantae,2
Varanus giganteus,Perentie,Reptilia,2
Alpinia caerulea,Native Ginger,Plantae,2
Eupanacra splendens,Sphinx Moths,Insecta,2
Miturgidae,Prowling Spiders,Arachnida,2
Chauliognathus lugubris,Plague Soldier Beetle,Insecta,2
Coliadinae,Yellows and Sulphurs,Insecta,2
Charonia lampas,Knobbed Triton Snail,Mollusca,2
Sus scrofa cristatus,Indian Boar,Mammalia,2
Sus scrofa domesticus,Domestic Pig,Mammalia,2
Mituliodon tarantulinus,Prowling Spiders,Arachnida,2
Mituliodon tarantulinus,Little Tarantula,Arachnida,2
Aedes albopictus,Asian Tiger Mosquito,Insecta,2
Cotyledon,Pig's Ears,Plantae,2
Passiflora edulis,Common passionfruit,Plantae,2
Holothuria leucospilota,Black Sea Cucumber,Animalia,2
Holothuroidea,Sea Cucumbers,Animalia,2
Polytela gloriosae,Indian Lily Moth,Insecta,2
Sylvilagus floridanus,Eastern Cottontail,Mammalia,2
Mirafra affinis,Jerdon's Bushlark,Aves,2
Mirabilis,umbrellaworts,Plantae,2
Varanus panoptes,Argus Monitor,Reptilia,2
Hoplobatrachus crassus,Jerdon`s Bullfrog,Amphibia,2
Syneora cymatomita,Butterflies and Moths,Insecta,2
Pachliopta aristolochiae,Common Rose Swallowtail,Insecta,2
Epiphyllum oxypetalum,queen of the night,Plantae,2
Ctenolepisma longicaudata,Long-tailed Silverfish,Insecta,2
Leptomithrax gaimardii,Great spider crab,Animalia,2
Alphitonia excelsa,Red Ash,Plantae,2
Sypharochiton pelliserpentis,Snakeskin Chiton,Mollusca,2
Cathartes aura,Turkey Vulture,Aves,2
Fistularia commersonii,Bluespotted Cornetfish,Actinopterygii,2
Syzygium cumini,Java plum,Plantae,2
Filicium decipiens,fern tree,Plantae,2
Phoracantha,Eucalyptus Longhorn Beetles,Insecta,2
Varanus salvator salvator,Asian Water Monitor,Reptilia,2
Mimusops elengi,Mamajen,Plantae,2
Pachycephala fuliginosa,Western Whistler,Aves,2
Pachycephalidae,Whistlers and Allies,Aves,2
Pinus radiata,Monterey pine,Plantae,2
Columba livia,Rock Pigeon,Aves,2
Tabernaemontana divaricata,Crepe Jasmine,Plantae,2
Cyanoramphus novaezelandiae,Red-crowned Parakeet,Aves,2
Carpobrotus rossii,Australian Pig Face,Plantae,2
Eupatorieae,"bonesets, blazingstars, and allies",Plantae,2
Pardillana limbata,Collared Grasshopper,Insecta,2
Hydatina physis,Brown-lined Paperbubble,Mollusca,2
Tachyglossus aculeatus,Short-beaked Echidna,Animalia,2
Abisara echerius,Plum Judy,Insecta,2
Tachyglossus aculeatus multiaculeatus,Kangaroo Island Echidna,Mammalia,2
Alopochen aegyptiaca,Egyptian Goose,Aves,2
Ficus racemosa,Cluster Fig,Plantae,2
Microeca fascinans,Jacky-winter,Aves,2
Pachystachys lutea,golden shrimp plant,Plantae,2
Erythronium oregonum,giant white fawn lily,Plantae,2
Hydromys chrysogaster,Rakali,Mammalia,2
Anoplognathus montanus,Christmas Beetle,Insecta,2
Tajuria cippus,Peacock Royal,Insecta,2
Ficus macrophylla,Moreton Bay fig,Plantae,2
Actinotus helianthi,Flannel Flower,Plantae,2
Crabronidae,Crabronid Wasps,Insecta,2
Talitridae,Sandhoppers and Landhoppers,Animalia,2
Caryota,Fishtail palms,Plantae,2
Venator spenceri,Wolf Spiders,Arachnida,2
Crabroninae,Square-headed Wasps,Insecta,2
Phylloscopus collybita,Common Chiffchaff,Aves,2
Hygropoda lineata,Northern Lined Hygropoda,Arachnida,2
Pinus nigra,black pine,Plantae,2
Aristea ecklonii,Blue corn-lily,Plantae,2
Acacia paradoxa,Kangaroo thorn,Plantae,2
Apis cerana,"Ants, Bees, Wasps, and Sawflies",Insecta,2
Crotalaria,Rattlepods,Plantae,2
Ficus elastica,rubber plant,Plantae,2
Bombycilla cedrorum,Cedar Waxwing,Aves,2
Cominella lineolata,Lineated cominella,Mollusca,2
Lavandula,Lavender,Plantae,2
Meuschenia hippocrepis,Horseshoe Leatherjacket,Actinopterygii,2
Cakile,Searockets,Plantae,2
Metrosideros excelsa,Pohutukawa,Plantae,2
Metholce nigritarsis,Black-footed Gondwanan Katydid,Insecta,2
Methiola picta,Red-legged Methiola,Insecta,2
Taruga eques,Saddled Tree frog,Amphibia,2
Veronicelloidea,Leatherleaf and Prism Slugs,Mollusca,2
Anous stolidus,Brown Noddy,Aves,2
Tasmaniacris tasmaniensis,Tasmanian Grasshopper,Insecta,2
Tasmanicosa,Union-Jack Wolf Spiders,Arachnida,2
Tasmanicosa godeffroyi,Garden Wolf Spider,Arachnida,2
Charadriiformes,Shorebirds and Allies,Aves,2
Aspidura brachyorrhos,Boie's Rough-sided Snake,Reptilia,2
Anredera cordifolia,Mignonette vine,Plantae,2
Erodium moschatum,musk stork's-bill,Plantae,2
Ceratophora tennentii,Leaf-nosed Lizard,Reptilia,2
Mesembryanthemum cordifolium,heart-leaf ice plant,Plantae,2
Concinnia martini,Dark Barsided Skink,Reptilia,2
Dendrolagus lumholtzi,Lumholtz's Tree-kangaroo,Mammalia,2
Ficus carica,common fig,Plantae,2
Merops leschenaulti,Chestnut-headed Bee-eater,Aves,2
Lavandula dentata,French lavender,Plantae,2
Palhinhaea cernua,nodding clubmoss,Plantae,2
Patersonia,Purple Flags,Plantae,2
Hyperolius tuberilinguis,Tinker Reed Frog,Amphibia,2
Lonicera japonica,Japanese honeysuckle,Plantae,2
Telephlebia godeffroyi,Eastern Evening Darner,Insecta,2
Anser anser,Graylag Goose,Aves,2
Mergus merganser,Common Merganser,Aves,2
Meranoplus minor,Minor Cautious ant,Insecta,2
Dendrocygna autumnalis,Black-bellied Whistling-Duck,Aves,2
Templetonia retusa,Cockies Tongue,Plantae,2
Acanthisitta chloris,Rifleman,Aves,2
Mentha spicata,spearmint,Plantae,2
Panacela lewinae,Lewin’s Bag Shelter Moth,Insecta,2
Mentha,mints,Plantae,2
Cucumis,Melons & Cucumbers,Plantae,2
Eragrostis curvula,African love grass,Plantae,2
Pandanus tectorius,hala,Plantae,2
Euphorbia cyathophora,painted leaf,Plantae,2
Euastacus sulcatus,Lamington Spiny Crayfish,Animalia,2
Terminalia arjuna,Arjun tree,Plantae,2
Terminalia catappa,Sea Almond,Plantae,2
Euphorbia dallachyana,caustic weed,Plantae,2
Menemerus bivittatus,Spiders,Arachnida,2
Conopophila albogularis,Rufous-banded Honeyeater,Aves,2
Croton bonplandianus,Bonpland's croton,Plantae,2
Erebus macrops,Common Owl Moth,Insecta,2
Ariadne merione,Common Castor Butterfly,Insecta,2
Apis,Honey Bees,Insecta,2
Battarrea phalloides,Sandy Stilt-puffball,Fungi,2
Eremiascincus richardsonii,Broad Banded Sand Swimmer,Reptilia,2
Brachydiplax denticauda,Palemouth,Insecta,2
Hypolimnas bolina,Butterflies and Moths,Insecta,2
Limoniidae,Limoniid Crane Flies,Insecta,2
Achatinidae,Giant Land Snails,Mollusca,2
Dendrelaphis,Bronzebacks,Reptilia,2
Demospongiae,Demosponges,Animalia,2
Xanthium strumarium,rough cocklebur,Plantae,2
Melospiza melodia,Song Sparrow,Aves,2
Blechnum minus,Swamp Kiokio,Plantae,2
Philemon citreogularis,Little Friarbird,Aves,2
Asianopis subrufa,Net-casting Spiders,Arachnida,2
Polistes,dominula-group Paper Wasps,Insecta,2
Boiga ceylonensis,Sri Lanka Cat Snake,Reptilia,2
Iambrix salsala,Chestnut Bob,Insecta,2
Tetraponera,Slender ants,Insecta,2
Victoria amazonica,Giant waterlily,Plantae,2
Polistella,sagittarius/stigma-group Paper Wasps,Insecta,2
Blechnum wattsii,Hard Water-fern,Plantae,2
Delta pyriforme pyriforme,Black Potter Wasp,Insecta,2
Vinca major,periwinkles,Plantae,2
Apricia jovialis,Typical Spiders,Arachnida,2
Mellitidia tomentifera,Australian Mellitidia,Insecta,2
Anseriformes,Waterfowl,Aves,2
Convolvulus erubescens,Australian Pink Bindweed,Plantae,2
Thalassarche cauta,White-capped Albatross,Aves,2
Thalassarche chlororhynchos,Yellow-nosed Albatross,Aves,2
Asparagus setaceus,Climbing asparagus,Plantae,2
Pantala flavescens,Wandering Glider,Insecta,2
Pogonortalis doclea,Boatman Fly,Insecta,2
Euastacus armatus,Murray Crayfish,Animalia,2
Lepidoblennius haplodactylus,Eastern Jumping Blenny,Actinopterygii,2
Thamnophis sirtalis,Common Garter Snake,Reptilia,2
Cryptostylis erecta,Bonnet Orchid,Plantae,2
Agave attenuata,Swan-neck Agave,Plantae,2
Limnodynastidae,Foam-nesting Ground Frogs,Amphibia,2
Philesturnus carunculatus,South Island Saddleback,Aves,2
Pogona vitticeps,Central Bearded Dragon,Reptilia,2
Coprinopsis atramentaria,Common Ink Cap,Fungi,2
Caedicia simplex,Australian Common Garden Katydid,Insecta,2
Pogona minor,Dwarf Bearded Dragon,Reptilia,2
Theobroma cacao,cacao tree,Plantae,2
Argynnis hyperbius,Tropical Fritillary,Insecta,2
Coprinus,inky caps,Fungi,2
Lobularia maritima,sweet alyssum,Plantae,2
