recorder,recorderid,recorderlogin,identifier,ids,records,identifierid,identifierlogin,totalids
Maurice,,,Stephen Thorpe,11,64,,,3479
Aniruddha Singhamahapatra,{951127},{aniruddha_singhamahapatra},Seth Miller,11,3573,{1463753},{sethmiller},1076
Elio Giacone,{1395828},{elkvorr},Y. Kawabe,11,5500,{1291030},{yoshik},1389
Pete Woodall,{108966},{nyoni-pete},Kostas Zontanos,11,2044,{396990},{kostaszontanos},5462
Dianne Clarke,{363260},{dianneclarke},Ethan Beaver,11,1434,{1401423},{ethanbeaver},1097
Dave Holland,{1305207},{dave_holland},Leigh Winsor,11,4166,{737989},{leigh_winsor},206
sea-kangaroo,{2991},{sea-kangaroo},Jesse Rorabaugh,11,10297,{52839},{glmory},1897
Shawn O'Donnell,{399851},{shawnodonnell},admss,11,1556,{1731167},{admss},2329
mobbini,{1409524},{mobbini},Ronan A.,11,2272,{725272},{ronan_a},2248
QuestaGame,{196849},{questagame},Fran Wiesner,11,21546,,,37
James Bailey,{6971},{silversea_starsong},Heather Fulton-Bennett,11,10404,,,3558
Leon Perrie,{57754},{leonperrie},Dave Holland,11,1956,{1305207},{dave_holland},3306
Shawn O'Donnell,{399851},{shawnodonnell},motmot,11,1556,{35076},{motmot},1624
Barbara L. Wilson,{1309897},{sedgequeen},earl woolsey,11,3005,,,393
Andrew Spurgeon,{169758},{indeynz},Stephen Thorpe,11,345,,,3479
Ben Meredyk,,,Alex Wright,11,1039,{205278},{ajwright},4980
Lisa Bennett,{59227},{lisa_bennett},Neville Hudson,11,839,{254572},{nhudson},3027
A Emmerson,{1527518},{a_emmerson},borisb,11,7624,,,10282
Lloyd Esler,{56932},{lloyd_esler},Javier,11,1294,,,3501
Donnacha Ó Súilleabháin,{765381},{donnacha},Lloyd Esler,11,308,{56932},{lloyd_esler},6721
Yan Cai,{601423},{huzi0131},WonGun Kim,11,457,,,4584
CK Kelly,{264009},{ck2az},Bridget Spencer,11,32852,{147592},{bridgetspencer},3359
Jon Sullivan,{1115},{jon_sullivan},Neville Hudson,11,4503,{254572},{nhudson},3027
roomthily,{442615},{roomthily},Joshua Smith,11,4783,,,2274
Even Dankowicz,{165078},{edanko},borisb,11,4890,,,10282
Lawrence Troup,{1493025},{lawrencetroup},Finn Davey,11,275,{443856},{skipperdogman},1406
Dave Holland,{1305207},{dave_holland},Kai-Philipp Schablewski,11,4166,{59233},{kai_schablewski},3332
Nathan Odgers,{287994},{crellow},Leon Perrie,11,673,{57754},{leonperrie},2722
Sarah Richardson,{56960},{sarah_richardson},mark_smale,11,340,{472475},{mark_smale},3363
pneuch,{1454081},{pneuch},je9h,11,525,,,4181
Daniel J. Layton,,,harum.koh,11,202,{37749},{harumkoh},1045
QuestaGame,{196849},{questagame},frankcolacicco,11,21546,,,31
Dave Holland,{1305207},{dave_holland},Samuel Brown,11,4166,{57863},{sdjbrown},593
Elio Giacone,{1395828},{elkvorr},Kostas Zontanos,11,5500,{396990},{kostaszontanos},5462
QuestaGame,{196849},{questagame},drmattnimbs,11,21546,,,183
Colin Ralston,{390621},{colin25},Alex Rebelo,11,3407,{129251},{alexanderr},1145
TheKakarinka,{1719032},{thekakarinka},Jurga Motiejūnaitė,11,1259,{1369015},{jurga_li},8420
Jared Shorma,{491170},{blazeclaw},Arturo Santos,11,3773,,,2047
swanand kesari,{679749},{swanand},Seth Miller,11,384,{1463753},{sethmiller},1076
QuestaGame,{196849},{questagame},tlaloc27,11,21546,,,786
Susan Wiser,{57411},{susanwiser},Lloyd Esler,11,520,{56932},{lloyd_esler},6721
Andrew Spurgeon,{169758},{indeynz},tangatawhenua,11,345,{125707},{tangatawhenua},1375
Andrew Meeds,{917390},{ameeds},borisb,11,1277,,,10282
David Jeffrey Ringer,{792319},{djringer},Ralph Foster,11,1695,{388888},{rfoster},2673
Jared Shorma,{491170},{blazeclaw},Jeff,11,3773,,,6346
Lisa Bennett,{59227},{lisa_bennett},pierre_mascar,11,839,{1223411},{pierre_mascar},291
Geoffrey Cox,{997336},{cobaltducks},Matthew Connors,11,4183,{659121},{matthew_connors},5798
Mike,,,sunwenhao90,11,4718,{1202015},{sunwenhao90},1663
Ray Turnbull,{1524252},{ray_turnbull},Colin Ralston,11,1426,{390621},{colin25},6743
Reiner Richter,{222137},{reiner},C. Mallory,11,22539,{275891},{psyllidhipster},3517
roomthily,{442615},{roomthily},Nathan Taylor,11,4783,{43815},{nathantaylor},6106
regb,{486445},{regb},Terra Occ,11,192,,,742
Colin Ralston,{390621},{colin25},borisb,11,3407,,,10282
martyhing,{433980},{martyhing},Sascha Schulz,11,332,{353565},{sascha_schulz},756
roomthily,{442615},{roomthily},Van Truan,11,4783,{1099152},{vantruan},1045
Elio Giacone,{1395828},{elkvorr},mnauky,11,5500,{1638987},{mnauky},4829
ajblake,{1107192},{ajblake},aaronr,11,819,{1151838},{aaronr},3233
Robert Briggs,{854978},{robert_briggs},obscurus,11,635,{750368},{obscurus},2022
Shawn O'Donnell,{399851},{shawnodonnell},Jeremy Barker,11,1556,{464262},{jeremybarker},2750
Kritsada Moomuang,,,Yingyod Lapwong,11,249,{701243},{charliev},2874
avocat,{91922},{avocat},Jay Horn,11,3414,{1367410},{jayhorn},6812
avocat,{91922},{avocat},Mary Keim,11,3414,,,2186
James Bailey,{6971},{silversea_starsong},Jesse Rorabaugh,11,10404,{52839},{glmory},1897
rae1211,{426793},{rae1211},thebals,11,413,{20707},{thebals},3647
Steven Kurniawidjaja,{220795},{neontetraploid},Jay S,11,2126,{614583},{jsulzmann},3067
Erland Refling Nielsen,{72671},{erlandreflingnielsen},Reiner Richter,11,1378,{222137},{reiner},22231
Elliot Greiner,{292489},{elliotgreiner},Dr. Alison Northup,11,3950,{438488},{alisonnorthup},4651
Jurga Motiejūnaitė,{1369015},{jurga_li},cossus,11,6153,{1325862},{cossus},1295
ajblake,{1107192},{ajblake},Jay S,11,819,{614583},{jsulzmann},3067
Amila P Sumanapala,{56488},{amila_sumanapala},Yingyod Lapwong,11,593,{701243},{charliev},2874
QuestaGame,{196849},{questagame},Niccolas Miller,11,21546,{1468193},{niccolasmiller},90
Dr. Alison Northup,{438488},{alisonnorthup},J. Richard Abbott,11,3439,{1065815},{jrichardabbott},2130
Stephen Tirone,{303608},{sttpgh},Chris Hoess,11,764,{19073},{choess},8307
Alexis,,,Tig,11,11452,,,10037
Jon Sullivan,{1115},{jon_sullivan},James Bailey,11,4503,{6971},{silversea_starsong},8732
QuestaGame,{196849},{questagame},Amelia Tauber,11,21546,{1065481},{antrozousamelia},318
Jesse Rorabaugh,{52839},{glmory},Jeff,11,2365,,,6346
Thomas Mesaglio,{1138587},{thebeachcomber},Sascha Schulz,11,2327,{353565},{sascha_schulz},756
Mary Joyce,{58489},{majo00},obscurus,11,1378,{750368},{obscurus},2022
Dezmond Wells,{1360891},{wellsii},Alan Melville,11,3535,,,5046
Thomas Koffel,{320666},{tkoffel},Y. Kawabe,11,3652,{1291030},{yoshik},1389
Yann Kemper,{517807},{kemper},Krissa Klein,11,1487,{17695},{graysquirrel},11732
Anne,,,Rolf Theodor Borlinghaus,11,915,{736290},{rolftheobo},3087
James Bailey,{6971},{silversea_starsong},Reiner Richter,11,10404,{222137},{reiner},22231
John Barkla,{57756},{john_barkla},Clinton Duffy,11,2067,{56848},{clinton},3252
Ian Cowan,{2318682},{nawocnai},Matthew Connors,11,1132,{659121},{matthew_connors},5798
James Bailey,{6971},{silversea_starsong},Arturo Santos,11,10404,,,2047
Matt Parr,,,David Jeffrey Ringer,11,1686,{792319},{djringer},3941
Chris Ecroyd,{59179},{chrise},mark_smale,11,2070,{472475},{mark_smale},3363
Ken Harris EntSocVic,{717200},{kenharris},David Akers,11,4892,{1507403},{daviaker},4200
ml_ls,{1767154},{ml_ls},CheongWeei Gan,11,445,{44170},{gancw1},3055
Shawn O'Donnell,{399851},{shawnodonnell},CheongWeei Gan,11,1556,{44170},{gancw1},3055
j_appleget,{472267},{j_appleget},Edwin Bridges,11,1787,{1389244},{edwinbridges},1871
Julie Reid,{486331},{juliereid},Jeremy Hussell,11,2305,{367383},{jeremyhussell},2635
Madison Gover,{749118},{madisong},Lily M,11,1800,,,2485
Reiner Richter,{222137},{reiner},Jenny Donald,11,22539,{102726},{jadonald},2226
Denis Makhnovsky,{973677},{denis_m},Lupoli Roland,11,1346,{1530852},{lupoli_roland},5207
David McCorquodale,{479031},{dbmcc09},peterzoo,11,7233,,,151
ladyrobyn,,,QuestaGame,11,736,{196849},{questagame},1416
Chris Cheatle,{409010},{cmcheatle},mcaple,11,2031,{558416},{mcaple},4708
Alexis,,,mobbini,11,11452,{1409524},{mobbini},1726
Rejoice Gassah,{506512},{rejoicegassah},CheongWeei Gan,11,2366,{44170},{gancw1},3055
Tim,,,WonGun Kim,11,3412,,,4584
QuestaGame,{196849},{questagame},Mark Apgar,11,21546,{18701},{apgarm},4681
silk128,{1040259},{silk128},Lupoli Roland,11,465,{1530852},{lupoli_roland},5207
Martin Grimm,{32124},{martingrimm},Emanuele Santarelli,11,6965,{1290751},{esant},1963
Pete Woodall,{108966},{nyoni-pete},Kai-Philipp Schablewski,11,2044,{59233},{kai_schablewski},3332
A Emmerson,{1527518},{a_emmerson},Maria Emília Martins,11,7624,,,612
Sally Adam,{528390},{sallyslak},Tony Rebelo,10,471,,,4031
Geoffrey Cox,{997336},{cobaltducks},David Spencer Muirhead,10,4183,{355842},{davemmdave},2237
Mike,,,Jay S,10,4718,{614583},{jsulzmann},3067
Soh Kam Yung,{162339},{sohkamyung},WonGun Kim,10,1629,,,4584
Frank Izaguirre,{154438},{birdizlife},Julie Travaglini,10,2251,,,248
Lorraine Phelan,{1894442},{lorrainecphelan},Bevan Buirchell,10,297,,,430
Rejoice Gassah,{506512},{rejoicegassah},Juha Kinnunen,10,2366,{614374},{juhakinnunen},2269
Aniruddha Singhamahapatra,{951127},{aniruddha_singhamahapatra},Juha Kinnunen,10,3573,{614374},{juhakinnunen},2269
Reiner Richter,{222137},{reiner},Susanna Heideman,10,22539,{399948},{susanna_h},2216
Jesse Rorabaugh,{52839},{glmory},Sarah Bonnett,10,2365,{104942},{sarahb},666
Martin Grimm,{32124},{martingrimm},Étienne VENNETIER,10,6965,,,192
Michael Bakker Paiva,{25160},{michaelbakkerpaiva},Stephen Moores,10,1908,{350459},{stephen54},4017
Emanuele Santarelli,{1290751},{esant},jkt,10,1514,{1510949},{jkt},2288
QuestaGame,{196849},{questagame},Jay S,10,21546,{614583},{jsulzmann},3067
Samuel Brown,{57863},{sdjbrown},David Lyttle,10,436,{58573},{david_lyttle},2737
Colin Ralston,{390621},{colin25},Francesco Vitali,10,3407,{305},{vitalfranz},3652
QuestaGame,{196849},{questagame},Pablo de la Fuente Brun,10,21546,{264427},{pdfuenteb},1565
Will Cornwell,{45978},{wcornwell},Thomas Mesaglio,10,160,{1138587},{thebeachcomber},6579
ladyrobyn,,,Amy D.,10,736,{1226590},{amy_d},344
Tim,,,Soh Kam Yung,10,3412,{162339},{sohkamyung},1908
Barbara L. Wilson,{1309897},{sedgequeen},John Ascher,10,3005,{419371},{johnascher},17709
Scott Loarie,{477},{loarie},thebals,10,1056,{20707},{thebals},3647
Kit Howard,{1178532},{kitkestrel},Rowan Hindmarsh-Walls,10,1222,{97361},{rowan_hindmarsh_walls},828
Kelvin Perrie,{773820},{kelvinperrie},Dave Holland,10,1165,{1305207},{dave_holland},3306
mobbini,{1409524},{mobbini},Kostas Zontanos,10,2272,{396990},{kostaszontanos},5462
grisper1,,,Alan Melville,10,150,,,5046
Geoffrey Cox,{997336},{cobaltducks},Alan Melville,10,4183,,,5046
Antonio Xeira,{291972},{axeira},Lupoli Roland,10,735,{1530852},{lupoli_roland},5207
sea-kangaroo,{2991},{sea-kangaroo},joe_fish,10,10297,{630365},{joe_fish},1461
Juha Kinnunen,{614374},{juhakinnunen},Kari Pihlaviita,10,1558,{97992},{pihlaviita},1303
Colin Ralston,{390621},{colin25},qgrobler,10,3407,{669488},{qgrobler},709
Marina Gorbunova,,,John Ascher,10,9061,{419371},{johnascher},17709
Antonio Xeira,{291972},{axeira},Maria Emília Martins,10,735,,,612
triciastewart,{1458557},{triciastewart},Ken Harris EntSocVic,10,1526,{717200},{kenharris},4976
Elliot Greiner,{292489},{elliotgreiner},Nathan Taylor,10,3950,{43815},{nathantaylor},6106
Matt Parr,,,d_kluza,10,1686,{13200},{d_kluza},3895
Reiner Richter,{222137},{reiner},Robert Read,10,22539,{1292204},{robert_read},176
Elliot Greiner,{292489},{elliotgreiner},John G. Phillips,10,3950,{15796},{johngsalamander},4533
James Bailey,{6971},{silversea_starsong},Kevin Williams,10,10404,,,1040
mobbini,{1409524},{mobbini},Stephen Moores,10,2272,{350459},{stephen54},4017
Jenny Donald,{102726},{jadonald},Valerio Lazzeri,10,1320,{384954},{blue_celery},2903
Shawn O'Donnell,{399851},{shawnodonnell},Jane Widness,10,1556,,,7245
Samuel Brown,{57863},{sdjbrown},Lloyd Esler,10,436,{56932},{lloyd_esler},6721
QuestaGame,{196849},{questagame},Sean Ono,10,21546,{217955},{phelsumas4life},3032
Aniruddha Singhamahapatra,{951127},{aniruddha_singhamahapatra},John Ascher,10,3573,{419371},{johnascher},17709
James Bailey,{6971},{silversea_starsong},borisb,10,10404,,,10282
Nathan,,,Krissa Klein,10,1816,{17695},{graysquirrel},11732
Soh Kam Yung,{162339},{sohkamyung},John Ascher,10,1629,{419371},{johnascher},17709
Antoni Camozzato,{1802650},{chuditch},Ellura Sanctuary,10,1326,,,1187
Alex Rebelo,{129251},{alexanderr},Tony Rebelo,10,226,,,4031
rhole,{33605},{rhole},Krissa Klein,10,134,{17695},{graysquirrel},11732
Ves,{539598},{sylbird},Valia Pavlou,10,5315,{1441483},{karakaxa},3856
Dave Holland,{1305207},{dave_holland},Luis da Costa,10,4166,{29729},{ldacosta},1446
Jason Grant,{186163},{jasonrgrant},mnauky,10,1896,{1638987},{mnauky},4829
Bob McDougall,{83288},{bobmcd},John Ascher,10,3600,{419371},{johnascher},17709
David Spencer Muirhead,{355842},{davemmdave},Reiner Richter,10,2693,{222137},{reiner},22231
Jeremy Barker,{464262},{jeremybarker},Lupoli Roland,10,2681,{1530852},{lupoli_roland},5207
Jay Horn,{1367410},{jayhorn},Edwin Bridges,10,1601,{1389244},{edwinbridges},1871
Wayne Martin,{747028},{w_martin},Matthew Connors,10,789,{659121},{matthew_connors},5798
Jon Sullivan,{1115},{jon_sullivan},Leon Perrie,10,4503,{57754},{leonperrie},2722
Marina Gorbunova,,,Ronan A.,10,9061,{725272},{ronan_a},2248
Pete Woodall,{108966},{nyoni-pete},Robert Read,10,2044,{1292204},{robert_read},176
tjeales,{1274785},{tjeales},tlsv2,10,1343,,,2014
Even Dankowicz,{165078},{edanko},WonGun Kim,10,4890,,,4584
Kelvin Perrie,{773820},{kelvinperrie},Lloyd Esler,10,1165,{56932},{lloyd_esler},6721
Bobby McCabe,{516268},{bobby23},Mark Apgar,10,1081,{18701},{apgarm},4681
Even Dankowicz,{165078},{edanko},Mark Apgar,10,4890,{18701},{apgarm},4681
Tim,,,Ralph Foster,10,3412,{388888},{rfoster},2673
Luis Mata EntSocVic,{14240},{lmata},Ralph Foster,10,887,{388888},{rfoster},2673
QuestaGame,{196849},{questagame},lindsay-popple,10,21546,,,164
Thomas Mesaglio,{1138587},{thebeachcomber},Joel Poyitt,10,2327,{738376},{joelp},1201
Dave Holland,{1305207},{dave_holland},Javier,10,4166,,,3501
Jess Miller-Camp,{351631},{jessm-c},Heather Fulton-Bennett,10,850,,,3558
Jurga Motiejūnaitė,{1369015},{jurga_li},mnauky,10,6153,{1638987},{mnauky},4829
Jurga Motiejūnaitė,{1369015},{jurga_li},Frank Arroyo,10,6153,,,973
pneuch,{1454081},{pneuch},Mark Rosenstein,10,525,{10787},{maractwin},9149
eliotthuguet,{1205155},{eliotthuguet},Lupoli Roland,10,288,{1530852},{lupoli_roland},5207
Micah Freedman,{975206},{micahfreedman},Tig,10,850,,,10037
Lek Khauv,{59123},{lek},harum.koh,10,399,{37749},{harumkoh},1045
Richard Fuller,{176845},{rich_fuller},Tig,10,430,,,10037
Michael Bakker Paiva,{25160},{michaelbakkerpaiva},jkt,10,1908,{1510949},{jkt},2288
Daniel Kurek,{430342},{d_kurek},housecrows,10,1408,,,787
Andrew Meeds,{917390},{ameeds},Matt Tank,10,1277,{772305},{mtank},2278
Samuel Brown,{57863},{sdjbrown},mark_smale,10,436,{472475},{mark_smale},3363
scribbles,{1861399},{scribbles},Greg Tasney,10,739,,,364
Eric Ching,{1460660},{ericching},Christophe Barthélémy,10,631,,,459
Emanuele Santarelli,{1290751},{esant},Jurga Motiejūnaitė,10,1514,{1369015},{jurga_li},8420
QuestaGame,{196849},{questagame},Mike,10,21546,,,4789
QuestaGame,{196849},{questagame},mark_smale,10,21546,{472475},{mark_smale},3363
jansson,{1530557},{jansson},Valerio Lazzeri,10,424,{384954},{blue_celery},2903
Tim,,,Chien Lee,10,3412,,,313
rae1211,{426793},{rae1211},John Ascher,10,413,{419371},{johnascher},17709
Jon Sullivan,{1115},{jon_sullivan},psweet,10,4503,,,3177
Stephen Moores,{350459},{stephen54},Lupoli Roland,10,1924,{1530852},{lupoli_roland},5207
Bob McDougall,{83288},{bobmcd},Jenny Donald,10,3600,{102726},{jadonald},2226
tjeales,{1274785},{tjeales},WonGun Kim,10,1343,,,4584
Victor W Fazio III,{13444},{vicfazio3},Ethan Beaver,10,7523,{1401423},{ethanbeaver},1097
Tim,,,peterzoo,10,3412,,,151
A Emmerson,{1527518},{a_emmerson},Barry Walter,10,7624,{1006407},{bazwal},3565
Ryan Steiner,{29041},{ryansteiner},Greg Lasley,10,732,{9706},{greglasley},9578
Thilina Hettiarachchi,{1578246},{thilinahettiarachchi},Nuwan Chathuranga,10,251,{8828},{nuwan},920
CheongWeei Gan,{44170},{gancw1},John Ascher,10,2050,{419371},{johnascher},17709
Colin Trainor,{351706},{colintrainor},CheongWeei Gan,10,1875,{44170},{gancw1},3055
QuestaGame,{196849},{questagame},Stephen Fricker,10,21546,,,245
Scott Loarie,{477},{loarie},norops,10,1056,{814742},{norops},962
rae1211,{426793},{rae1211},Gray Catanzaro,10,413,,,7198
Javier,,,Lloyd Esler,10,2865,{56932},{lloyd_esler},6721
Dave Holland,{1305207},{dave_holland},Ian Andrews,10,4166,{1853409},{ophrys},891
Dr. Alison Northup,{438488},{alisonnorthup},afid,10,3439,{1254600},{afid},1303
Yingyod Lapwong,{701243},{charliev},Guy Taseski,10,318,{706931},{gtaseski},1046
Ralph Foster,{388888},{rfoster},Reiner Richter,10,1293,{222137},{reiner},22231
Jon Sullivan,{1115},{jon_sullivan},obscurus,10,4503,{750368},{obscurus},2022
Jurga Motiejūnaitė,{1369015},{jurga_li},Gianfranco,10,6153,{385982},{gianfrancodramis},1001
QuestaGame,{196849},{questagame},Chris van Kalken,10,21546,,,119
Krissa Klein,{17695},{graysquirrel},Alan Rockefeller,10,3303,,,4089
Peter Crowcroft,{389804},{possumpete},Michael Keogh,10,220,,,2045
QuestaGame,{196849},{questagame},Alexis,10,21546,,,11370
deborod,{1993975},{deborod},Antoni Camozzato,10,5205,{1802650},{chuditch},1832
Aaron Bean,,,Matthew Connors,10,112,{659121},{matthew_connors},5798
Ethan Beaver,{1401423},{ethanbeaver},Matthew Connors,10,622,{659121},{matthew_connors},5798
Barbara L. Wilson,{1309897},{sedgequeen},Lincoln Durey,10,3005,,,746
Joseph McPhail,{1722768},{thebirdnerd},Matthew Pintar,10,1496,{1439513},{mpintar},1844
David McCorquodale,{479031},{dbmcc09},Ian McMaster,10,7233,{322120},{imcmaster},4165
Colin Chiu,{495713},{cosmophasis},harum.koh,10,262,{37749},{harumkoh},1045
Firos AK,{342643},{firos_ak},Rejoice Gassah,10,1987,{506512},{rejoicegassah},2331
Ian McMillan,{513582},{ianmcmillan},Victor W Fazio III,10,86,{13444},{vicfazio3},10437
kstenman,{29452},{kstenman},Matthew Connors,10,108,{659121},{matthew_connors},5798
Jakob Fahr,{5643},{jakob},silk128,10,2368,{1040259},{silk128},1137
rae1211,{426793},{rae1211},Patrick Hanly,10,413,{473359},{hanly},2147
Luis da Costa,{29729},{ldacosta},borisb,10,461,,,10282
Colin Ralston,{390621},{colin25},Simon Tonge,10,3407,{84276},{simontonge},1236
Valentin de Mazancourt,{782891},{mazancourt},pierrenoel,10,652,{1257252},{pierrenoel},2077
Mira,,,k8thegr8,10,1357,,,7064
roomthily,{442615},{roomthily},David Vander Pluym,10,4783,{322026},{micrathene},1587
avocat,{91922},{avocat},Jon Lehmberg,10,3414,{749212},{jonlehmberg},791
刘光裕 Liu Guangyu,{282859},{liuguangyu},sunwenhao90,10,222,{1202015},{sunwenhao90},1663
Matt Parr,,,Wayne Fidler,10,1686,{281081},{wayne_fidler},4663
Jeremy Barker,{464262},{jeremybarker},Jurga Motiejūnaitė,10,2681,{1369015},{jurga_li},8420
ifreedman,{746964},{ifreedman},Even Dankowicz,10,482,{165078},{edanko},5571
roomthily,{442615},{roomthily},Joe Brewer,10,4783,{622636},{joecoolbrew},2152
Jim,,,Gianfranco,10,4574,{385982},{gianfrancodramis},1001
Amelia Tauber,{1065481},{antrozousamelia},rjq,10,305,{471631},{rjq},1224
Katie Jenkins,{1180658},{katiej},David Lyttle,9,96,{58573},{david_lyttle},2737
QuestaGame,{196849},{questagame},Florence,9,21546,{6005218},{figaro74},221
Thomas Koffel,{320666},{tkoffel},John Ascher,9,3652,{419371},{johnascher},17709
Matt Parr,,,borisb,9,1686,,,10282
Luis Mata EntSocVic,{14240},{lmata},Pablo de la Fuente Brun,9,887,{264427},{pdfuenteb},1565
Philip Woods,{143067},{philipwoodscc},Greg Lasley,9,2956,{9706},{greglasley},9578
Reiner Richter,{222137},{reiner},Robert Blackhall-Miles and Ben Ram,9,22539,{692230},{fossilplants},204
Thomas Mesaglio,{1138587},{thebeachcomber},Nicholas John Fisher,9,2327,{473623},{dustaway},4461
deborod,{1993975},{deborod},Joseph McPhail,9,5205,{1722768},{thebirdnerd},2758
Joaquín Davila,{1477134},{joaco5},Lucas Rubio,9,164,{382941},{lrubio7},2119
Andrew Meeds,{917390},{ameeds},Jonathan Hoskins,9,1277,,,3205
Antonio Xeira,{291972},{axeira},pierrenoel,9,735,{1257252},{pierrenoel},2077
Alexis,,,John,9,11452,,,1312
avocat,{91922},{avocat},Michal Ducháček,9,3414,{933540},{duch},2792
Ian McMaster,{322120},{imcmaster},lindsay-popple,9,5007,,,164
Stephen Moores,{350459},{stephen54},Jurga Motiejūnaitė,9,1924,{1369015},{jurga_li},8420
Victor W Fazio III,{13444},{vicfazio3},Zac Billingham,9,7523,{1719932},{zacbillingham},207
Geoffrey Cox,{997336},{cobaltducks},Mike,9,4183,,,4789
ladyrobyn,,,Brendan Duggan,9,736,{911375},{bmduggan},632
Hauke Koch,,,mark_smale,9,422,{472475},{mark_smale},3363
TheKakarinka,{1719032},{thekakarinka},borisb,9,1259,,,10282
QuestaGame,{196849},{questagame},Adam Winer,9,21546,{899639},{adam187},241
Jakob Fahr,{5643},{jakob},Valia Pavlou,9,2368,{1441483},{karakaxa},3856
QuestaGame,{196849},{questagame},Henning L,9,21546,{559151},{henningl},100
QuestaGame,{196849},{questagame},Alex Harman,9,21546,{579740},{alex_cicindela_guy},3182
James Bailey,{6971},{silversea_starsong},heathwallum,9,10404,{1429047},{heathwallum},771
Krissa Klein,{17695},{graysquirrel},roomthily,9,3303,{442615},{roomthily},11733
Gilles San Martin,{1484582},{gillessanmartin},borisb,9,1775,,,10282
sea-kangaroo,{2991},{sea-kangaroo},Tony van Kampen,9,10297,{1551892},{aavankampen},619
Aniruddha Singhamahapatra,{951127},{aniruddha_singhamahapatra},Roger C. Kendrick,9,3573,,,1191
James Bailey,{6971},{silversea_starsong},WonGun Kim,9,10404,,,4584
Nuwan Chathuranga,{8828},{nuwan},borisb,9,372,,,10282
Thorsten Usée,{740345},{tusee},John G. Phillips,9,1006,{15796},{johngsalamander},4533
Nathan Odgers,{287994},{crellow},Steve Kerr,9,673,{58307},{steve_kerr},896
CheongWeei Gan,{44170},{gancw1},Aniruddha Singhamahapatra,9,2050,{951127},{aniruddha_singhamahapatra},3338
QuestaGame,{196849},{questagame},deborod,9,21546,{1993975},{deborod},5143
Tim,,,Leon Perrie,9,3412,{57754},{leonperrie},2722
Simon Tonge,{84276},{simontonge},Colin Ralston,9,1071,{390621},{colin25},6743
QuestaGame,{196849},{questagame},John Sullivan,9,21546,,,1281
hein,{1563639},{heinonlein},svg52,9,1707,{1509945},{svg52},4615
Emanuele Santarelli,{1290751},{esant},silk128,9,1514,{1040259},{silk128},1137
QuestaGame,{196849},{questagame},hamster1067,9,21546,{613215},{hamster1067},91
Kostas Zontanos,{396990},{kostaszontanos},Agapakis Nikos,9,2748,{1593173},{agapakisnikos},1075
QuestaGame,{196849},{questagame},svg52,9,21546,{1509945},{svg52},4615
robertpergl,{368404},{robertpergl},Ken Harris EntSocVic,9,854,{717200},{kenharris},4976
swanand kesari,{679749},{swanand},anilamanalil,9,384,{735021},{anilamanalil},1673
Marley Ford,{271880},{marleyii},mark_smale,9,1186,{472475},{mark_smale},3363
Shawn O'Donnell,{399851},{shawnodonnell},Philip Woods,9,1556,{143067},{philipwoodscc},3272
Erland Refling Nielsen,{72671},{erlandreflingnielsen},Dave Holland,9,1378,{1305207},{dave_holland},3306
Ryan Cooke,{469469},{ryancooke},Jonathan Hoskins,9,1804,,,3205
Thomas Mesaglio,{1138587},{thebeachcomber},Martin Lagerwey,9,2327,,,210
rae1211,{426793},{rae1211},Ty Smith,9,413,{458167},{tysmith},2862
Emanuele Santarelli,{1290751},{esant},Gianfranco,9,1514,{385982},{gianfrancodramis},1001
John Barkla,{57756},{john_barkla},mark_smale,9,2067,{472475},{mark_smale},3363
teresap,{479865},{teresap},Chien Lee,9,348,,,313
Reiner Richter,{222137},{reiner},David Mules,9,22539,{1768206},{hdavid},1144
Mononymous,{1259195},{mononymous},Thomas Mesaglio,9,4734,{1138587},{thebeachcomber},6579
Sally Adam,{528390},{sallyslak},Jurga Motiejūnaitė,9,471,{1369015},{jurga_li},8420
Hauke Koch,,,Tig,9,422,,,10037
Allan Lugg,{382861},{allanlugg},Jenny Donald,9,1508,{102726},{jadonald},2226
swanand kesari,{679749},{swanand},Rajesh Balakrishnan,9,384,{1097231},{rajesh_balakrishnan},689
Andrew Spurgeon,{169758},{indeynz},Javier,9,345,,,3501
James Bailey,{6971},{silversea_starsong},elawrey,9,10404,{859490},{elawrey},679
grisper1,,,QuestaGame,9,150,{196849},{questagame},1416
QuestaGame,{196849},{questagame},rbeunen,9,21546,,,21
tjeales,{1274785},{tjeales},Thilo Krueger,9,1343,{764897},{thilokrueger},1337
QuestaGame,{196849},{questagame},HisserDude,9,21546,{1409176},{hisserdude},340
cesdamess,{2329106},{cesdamess},Thomas Mesaglio,9,238,{1138587},{thebeachcomber},6579
Tim,,,orthoptera-jp,9,3412,{2488590},{orthoptera-jp},231
QuestaGame,{196849},{questagame},Tim McMaster,9,21546,,,41
Kit Howard,{1178532},{kitkestrel},mcaple,9,1222,{558416},{mcaple},4708
Jess Miller-Camp,{351631},{jessm-c},mcaple,9,850,{558416},{mcaple},4708
Mary Joyce,{58489},{majo00},Finn Davey,9,1378,{443856},{skipperdogman},1406
Tim,,,drmattnimbs,9,3412,,,183
ladyrobyn,,,Joel Poyitt,9,736,{738376},{joelp},1201
David Spencer Muirhead,{355842},{davemmdave},Ethan Beaver,9,2693,{1401423},{ethanbeaver},1097
Stephen Moores,{350459},{stephen54},Kai-Philipp Schablewski,9,1924,{59233},{kai_schablewski},3332
