date,centergeojson,n_geoms,std_dist_km
2019-01-30,"{""type"":""Point"",""coordinates"":[137.38898799,-29.000892951]}",153,2749.1014176211793
2019-01-31,"{""type"":""Point"",""coordinates"":[146.209397947,-30.13650472]}",183,1111.6023160021468
2019-02-01,"{""type"":""Point"",""coordinates"":[136.734696736,-29.626477634]}",85,2615.4936881843546
2019-02-02,"{""type"":""Point"",""coordinates"":[135.545899279,-28.894506935]}",145,2593.258361174499
2019-02-03,"{""type"":""Point"",""coordinates"":[139.472736074,-30.614482863]}",174,1911.7815081416754
2019-02-04,"{""type"":""Point"",""coordinates"":[142.458182456,-31.085357675]}",110,1396.6343256196108
2019-02-05,"{""type"":""Point"",""coordinates"":[138.240170629,-32.64491272]}",121,1001.6772887603479
2019-02-06,"{""type"":""Point"",""coordinates"":[143.866824922,-31.277496487]}",147,1068.3118032130221
2019-02-07,"{""type"":""Point"",""coordinates"":[146.532380293,-31.77612946]}",167,1461.3082080224724
2019-02-08,"{""type"":""Point"",""coordinates"":[142.315574755,-30.790021255]}",122,1563.2718105123477
2019-02-09,"{""type"":""Point"",""coordinates"":[137.653983424,-28.718121069]}",189,2665.991069844583
2019-02-10,"{""type"":""Point"",""coordinates"":[137.343290796,-30.506514788]}",196,2054.477535877327
2019-02-11,"{""type"":""Point"",""coordinates"":[140.943658696,-30.840664901]}",129,1316.7174800485996
2019-02-12,"{""type"":""Point"",""coordinates"":[138.671459308,-31.468742989]}",108,2740.195330697115
2019-02-13,"{""type"":""Point"",""coordinates"":[131.797361828,-30.067464253]}",126,2260.72827155757
2019-02-14,"{""type"":""Point"",""coordinates"":[144.064458543,-32.5749095]}",138,1658.4741246266801
2019-02-15,"{""type"":""Point"",""coordinates"":[139.27298399,-28.61146242]}",204,2567.215055227043
2019-02-16,"{""type"":""Point"",""coordinates"":[131.413464019,-29.127431694]}",190,2659.125676622266
2019-02-17,"{""type"":""Point"",""coordinates"":[142.411327528,-30.22591367]}",207,1029.7413876768155
2019-02-18,"{""type"":""Point"",""coordinates"":[142.740186537,-30.079075848]}",124,1331.4453110804027
2019-02-19,"{""type"":""Point"",""coordinates"":[142.407549082,-31.647959622]}",207,1220.9015332561355
2019-02-20,"{""type"":""Point"",""coordinates"":[141.286468718,-29.414015498]}",144,1787.9795088520025
2019-02-21,"{""type"":""Point"",""coordinates"":[141.354641068,-31.698981722]}",142,1559.1823910543396
2019-02-22,"{""type"":""Point"",""coordinates"":[136.05535605,-31.626290046]}",156,2231.9037743218705
2019-02-23,"{""type"":""Point"",""coordinates"":[138.211850287,-27.528813875]}",187,2483.9877269346457
2019-02-24,"{""type"":""Point"",""coordinates"":[142.955983101,-32.078170552]}",280,1462.4959397474906
2019-02-25,"{""type"":""Point"",""coordinates"":[134.794420463,-29.233079186]}",129,2689.144358528334
2019-02-26,"{""type"":""Point"",""coordinates"":[138.693608891,-30.617763179]}",143,2167.261677672398
2019-02-27,"{""type"":""Point"",""coordinates"":[136.28866616,-32.188457919]}",113,2195.0168766384513
2019-02-28,"{""type"":""Point"",""coordinates"":[144.219562803,-32.574431787]}",140,688.7298659996125
2019-03-01,"{""type"":""Point"",""coordinates"":[144.707024972,-28.7617721]}",96,1101.6166534182082
2019-03-02,"{""type"":""Point"",""coordinates"":[144.548993155,-32.136609525]}",130,708.4960504174688
2019-03-03,"{""type"":""Point"",""coordinates"":[148.063261014,-32.118637678]}",103,614.9986857602103
2019-03-04,"{""type"":""Point"",""coordinates"":[135.920881039,-33.161281051]}",82,435.7194626107765
2019-03-05,"{""type"":""Point"",""coordinates"":[136.444518875,-30.961967636]}",91,3256.2656555387102
2019-03-06,"{""type"":""Point"",""coordinates"":[147.707409501,-31.577706873]}",64,504.2352481454444
2019-03-07,"{""type"":""Point"",""coordinates"":[143.782010566,-34.408280839]}",90,754.1396866115281
2019-03-08,"{""type"":""Point"",""coordinates"":[140.829534442,-33.475956676]}",107,789.4980403093774
2019-03-09,"{""type"":""Point"",""coordinates"":[146.841059105,-34.054885722]}",107,675.2918510432545
2019-03-10,"{""type"":""Point"",""coordinates"":[132.981701887,-29.562186163]}",183,2865.613061786473
2019-03-11,"{""type"":""Point"",""coordinates"":[140.68352107,-34.050157622]}",114,1891.6881776591313
2019-03-12,"{""type"":""Point"",""coordinates"":[139.925115722,-31.360490788]}",84,2842.970548074656
2019-03-13,"{""type"":""Point"",""coordinates"":[138.814963755,-31.803827975]}",99,1894.2672807423041
2019-03-14,"{""type"":""Point"",""coordinates"":[131.770737784,-25.2371041]}",77,1908.0110727681838
2019-03-15,"{""type"":""Point"",""coordinates"":[125.415001481,-28.314742781]}",135,2589.4209637482754
2019-03-16,"{""type"":""Point"",""coordinates"":[137.430725925,-28.965010149]}",143,2577.525634581867
2019-03-17,"{""type"":""Point"",""coordinates"":[143.571320138,-30.439479305]}",123,1732.8787546121682
2019-03-18,"{""type"":""Point"",""coordinates"":[124.990146483,-19.454250985]}",174,1718.7718100825925
2019-03-19,"{""type"":""Point"",""coordinates"":[122.04468769,-19.532054182]}",132,1417.8331307129413
2019-03-20,"{""type"":""Point"",""coordinates"":[129.377278627,-24.388035841]}",258,2028.0869172535038
2019-03-21,"{""type"":""Point"",""coordinates"":[124.085566578,-19.810501003]}",136,2341.1792443858753
2019-03-22,"{""type"":""Point"",""coordinates"":[127.919075855,-25.664556896]}",227,1800.282820744644
2019-03-23,"{""type"":""Point"",""coordinates"":[121.019855856,-17.924921103]}",311,1617.2825648597657
2019-03-24,"{""type"":""Point"",""coordinates"":[122.863914454,-20.178489894]}",212,1377.0144136360925
2019-03-25,"{""type"":""Point"",""coordinates"":[122.762508109,-18.726655483]}",91,1649.1418858088782
2019-03-26,"{""type"":""Point"",""coordinates"":[124.646767482,-21.432521295]}",89,2588.091746277758
2019-03-27,"{""type"":""Point"",""coordinates"":[135.971172318,-28.457161054]}",165,2274.6118199019384
2019-03-28,"{""type"":""Point"",""coordinates"":[134.452392804,-24.027257663]}",177,2772.1136013729256
2019-03-29,"{""type"":""Point"",""coordinates"":[131.812784134,-23.686603029]}",164,2647.6104362285078
2019-03-30,"{""type"":""Point"",""coordinates"":[134.349808698,-24.440496535]}",207,1936.349913166689
2019-03-31,"{""type"":""Point"",""coordinates"":[114.370432056,-14.243812246]}",282,1599.635049430058
2019-04-01,"{""type"":""Point"",""coordinates"":[123.55797408,-20.951047157]}",506,1588.494652007297
2019-04-02,"{""type"":""Point"",""coordinates"":[120.649924733,-18.566780415]}",474,1249.290121399539
2019-04-03,"{""type"":""Point"",""coordinates"":[129.848324739,-26.699744891]}",645,1967.646158040088
2019-04-04,"{""type"":""Point"",""coordinates"":[121.854361643,-19.511620091]}",393,1567.2438835552537
2019-04-05,"{""type"":""Point"",""coordinates"":[112.776148393,-13.555147696]}",320,1211.5233794164917
2019-04-06,"{""type"":""Point"",""coordinates"":[115.249682302,-14.120209707]}",435,1147.9892491078924
2019-04-07,"{""type"":""Point"",""coordinates"":[119.469462753,-16.347224403]}",423,1133.133186358721
2019-04-08,"{""type"":""Point"",""coordinates"":[116.238885633,-14.637199066]}",323,1439.3384859643986
2019-04-09,"{""type"":""Point"",""coordinates"":[112.03876815,-12.651266152]}",400,1082.9547125659178
2019-04-10,"{""type"":""Point"",""coordinates"":[122.632192941,-20.450341647]}",493,1358.0813577372394
2019-04-11,"{""type"":""Point"",""coordinates"":[110.816924063,-11.734084705]}",366,1159.3189368165968
2019-04-12,"{""type"":""Point"",""coordinates"":[116.650106519,-16.052777599]}",323,1190.0860948844102
2019-04-13,"{""type"":""Point"",""coordinates"":[111.666345894,-12.769988977]}",391,1137.0360608363578
2019-04-14,"{""type"":""Point"",""coordinates"":[115.26166652,-14.163703163]}",388,1291.7942826026142
2019-04-15,"{""type"":""Point"",""coordinates"":[103.28760096,-8.163923767]}",424,1719.5679689442834
2019-04-16,"{""type"":""Point"",""coordinates"":[107.249100351,-10.98142754]}",394,950.793482699322
2019-04-17,"{""type"":""Point"",""coordinates"":[117.98430416,-17.450526132]}",491,1397.4592765428672
2019-04-18,"{""type"":""Point"",""coordinates"":[111.169565415,-14.984835033]}",391,1986.2344105903624
2019-04-19,"{""type"":""Point"",""coordinates"":[118.795697919,-16.906512316]}",418,1353.159704275806
2019-04-20,"{""type"":""Point"",""coordinates"":[118.047912773,-17.458886059]}",376,1931.585406306175
2019-04-21,"{""type"":""Point"",""coordinates"":[120.489227475,-17.789465183]}",412,1879.76400115781
2019-04-22,"{""type"":""Point"",""coordinates"":[124.761493558,-20.61603457]}",454,2029.4586500231032
2019-04-23,"{""type"":""Point"",""coordinates"":[118.478969517,-16.740951084]}",416,1563.855138774335
2019-04-24,"{""type"":""Point"",""coordinates"":[113.5776608,-13.188544862]}",439,779.3626261243069
2019-04-25,"{""type"":""Point"",""coordinates"":[114.444801537,-12.878208485]}",480,1203.910463259865
2019-04-26,"{""type"":""Point"",""coordinates"":[109.054424136,-9.52925525]}",433,802.048876733196
2019-04-27,"{""type"":""Point"",""coordinates"":[114.008453369,-16.697944968]}",437,1651.8880554511372
2019-04-28,"{""type"":""Point"",""coordinates"":[114.534987322,-14.213289739]}",401,1628.7506435595155
2019-04-29,"{""type"":""Point"",""coordinates"":[116.260150139,-16.725461698]}",574,1899.9319933554832
2019-04-30,"{""type"":""Point"",""coordinates"":[124.297921748,-23.988293236]}",417,2362.6400143720293
2019-05-01,"{""type"":""Point"",""coordinates"":[128.376873201,-20.647533332]}",124,2221.7304266310084
2019-05-02,"{""type"":""Point"",""coordinates"":[128.191218545,-18.487221412]}",106,3281.254950288371
2019-05-03,"{""type"":""Point"",""coordinates"":[121.365067586,-16.658004525]}",101,2702.625046522869
2019-05-04,"{""type"":""Point"",""coordinates"":[130.764001365,-18.530166247]}",107,1949.0427520184062
2019-05-05,"{""type"":""Point"",""coordinates"":[134.524996545,-24.411855293]}",165,2400.6123132227076
2019-05-06,"{""type"":""Point"",""coordinates"":[136.129462608,-23.035392625]}",133,2337.4745726042584
2019-05-07,"{""type"":""Point"",""coordinates"":[128.71301409,-23.380318883]}",93,1928.510974259443
2019-05-08,"{""type"":""Point"",""coordinates"":[131.718654733,-29.498512996]}",147,1880.376575319292
2019-05-09,"{""type"":""Point"",""coordinates"":[133.180492577,-18.350544001]}",76,2978.6555928123407
2019-05-10,"{""type"":""Point"",""coordinates"":[125.589042285,-17.923168743]}",68,2801.564595437768
2019-05-11,"{""type"":""Point"",""coordinates"":[144.617190826,-26.831475926]}",117,1971.7702091759347
2019-05-12,"{""type"":""Point"",""coordinates"":[140.532174706,-24.986916911]}",133,1985.7908649775864
2019-05-13,"{""type"":""Point"",""coordinates"":[115.945762287,-7.344077331]}",132,1017.845764210932
2019-05-14,"{""type"":""Point"",""coordinates"":[145.817975165,-28.219220624]}",103,2413.6710485595836
2019-05-15,"{""type"":""Point"",""coordinates"":[125.302144787,-16.433735648]}",129,2192.086913814515
2019-05-16,"{""type"":""Point"",""coordinates"":[129.417444596,-23.777808446]}",104,3044.01884931163
2019-05-17,"{""type"":""Point"",""coordinates"":[136.72264031,-23.726660179]}",105,3052.240604857188
2019-05-18,"{""type"":""Point"",""coordinates"":[135.216570147,-23.323511584]}",85,2880.061629476226
2019-05-19,"{""type"":""Point"",""coordinates"":[124.579584974,-15.232665773]}",122,2307.38140979658
2019-05-20,"{""type"":""Point"",""coordinates"":[140.789652449,-27.01235092]}",66,2688.7469150342645
2019-05-21,"{""type"":""Point"",""coordinates"":[143.37176377,-23.531852516]}",67,1968.5243013022857
2019-05-22,"{""type"":""Point"",""coordinates"":[130.427793254,-22.49877457]}",92,3065.149661007424
2019-05-23,"{""type"":""Point"",""coordinates"":[145.365780598,-26.924341498]}",74,2079.479254051158
2019-05-24,"{""type"":""Point"",""coordinates"":[142.355952244,-24.184436499]}",51,1960.3715797884215
2019-05-25,"{""type"":""Point"",""coordinates"":[119.094770537,-14.270340229]}",145,2634.062229085091
2019-05-26,"{""type"":""Point"",""coordinates"":[143.767492944,-26.388563602]}",91,1764.5475710628275
2019-05-27,"{""type"":""Point"",""coordinates"":[133.71028996,-19.550885846]}",68,2669.2433882993323
2019-05-28,"{""type"":""Point"",""coordinates"":[125.257432804,-22.47235995]}",75,3273.3281052150605
2019-05-29,"{""type"":""Point"",""coordinates"":[134.364819082,-23.723493958]}",60,2395.7098346837824
2019-05-30,"{""type"":""Point"",""coordinates"":[136.746226453,-23.570935087]}",94,2611.029492107285
2019-05-31,"{""type"":""Point"",""coordinates"":[135.939062479,-21.022573076]}",82,2504.7628332987842
2019-06-01,"{""type"":""Point"",""coordinates"":[131.534651571,-23.742109096]}",134,2932.0007799333166
2019-06-02,"{""type"":""Point"",""coordinates"":[133.930148395,-22.934853017]}",120,2787.37261735559
2019-06-03,"{""type"":""Point"",""coordinates"":[133.112950035,-22.698557205]}",92,3125.654781760582
2019-06-04,"{""type"":""Point"",""coordinates"":[120.889645126,-15.02203345]}",91,3014.4532091276556
2019-06-05,"{""type"":""Point"",""coordinates"":[123.465347379,-18.834845379]}",128,3421.756029798148
2019-06-06,"{""type"":""Point"",""coordinates"":[129.512814458,-23.564467414]}",60,3445.978356641125
2019-06-07,"{""type"":""Point"",""coordinates"":[126.47795479,-20.200867157]}",77,3558.0838227023214
2019-06-08,"{""type"":""Point"",""coordinates"":[131.16943378,-21.423491792]}",123,2028.458219112692
2019-06-09,"{""type"":""Point"",""coordinates"":[134.834598898,-24.232416613]}",139,2484.4873207686665
2019-06-10,"{""type"":""Point"",""coordinates"":[147.798197517,-29.970092396]}",202,2239.730371359572
2019-06-11,"{""type"":""Point"",""coordinates"":[138.548489644,-23.882714766]}",110,2878.976488685084
2019-06-12,"{""type"":""Point"",""coordinates"":[124.580531459,-22.487361082]}",142,3830.684798154933
2019-06-13,"{""type"":""Point"",""coordinates"":[131.750651644,-20.072408894]}",114,2218.396021734535
2019-06-14,"{""type"":""Point"",""coordinates"":[140.863543731,-23.545952756]}",104,1675.8488901199175
2019-06-15,"{""type"":""Point"",""coordinates"":[139.040232602,-25.01599285]}",185,2376.3377379759445
2019-06-16,"{""type"":""Point"",""coordinates"":[138.016926742,-28.21532706]}",160,2117.659955266489
2019-06-17,"{""type"":""Point"",""coordinates"":[120.801452213,-16.291200082]}",72,3914.3669312262687
2019-06-18,"{""type"":""Point"",""coordinates"":[84.91607178,-11.836051034]}",81,3746.118978536438
2019-06-19,"{""type"":""Point"",""coordinates"":[115.075659351,-8.481171318]}",107,2472.2264248918077
2019-06-20,"{""type"":""Point"",""coordinates"":[126.723923721,-17.926399651]}",100,2528.7942240582124
2019-06-21,"{""type"":""Point"",""coordinates"":[142.98330452,-19.537410851]}",100,2047.151040959879
2019-06-22,"{""type"":""Point"",""coordinates"":[136.599568409,-18.606345043]}",114,3030.4135316405545
2019-06-23,"{""type"":""Point"",""coordinates"":[127.064470049,-20.173196532]}",116,3950.3585152388337
2019-06-24,"{""type"":""Point"",""coordinates"":[114.102656443,-3.620016909]}",67,2673.168957681401
2019-06-25,"{""type"":""Point"",""coordinates"":[138.209386985,-13.77124087]}",84,2110.115876774663
2019-06-26,"{""type"":""Point"",""coordinates"":[133.834110312,-17.970148949]}",73,1703.9877401821582
2019-06-27,"{""type"":""Point"",""coordinates"":[136.798177487,-15.379835094]}",82,2188.4495613164336
2019-06-28,"{""type"":""Point"",""coordinates"":[136.696336226,-11.947588877]}",132,1954.1544957308372
2019-06-29,"{""type"":""Point"",""coordinates"":[139.74305175,-20.309053579]}",250,2578.2888907974784
2019-06-30,"{""type"":""Point"",""coordinates"":[136.21446126,-17.318338857]}",199,2502.0070245015354
2019-07-01,"{""type"":""Point"",""coordinates"":[135.371910734,-13.290714717]}",118,2266.543933907444
2019-07-02,"{""type"":""Point"",""coordinates"":[140.454942188,-18.234658837]}",161,2325.8502272763453
2019-07-03,"{""type"":""Point"",""coordinates"":[137.836438026,-16.585433582]}",106,2073.957653838981
2019-07-04,"{""type"":""Point"",""coordinates"":[129.125058361,-6.359928819]}",97,1986.3301203131216
2019-07-05,"{""type"":""Point"",""coordinates"":[122.158321071,-9.84325706]}",77,3089.764274064425
2019-07-06,"{""type"":""Point"",""coordinates"":[141.050846017,-25.890114825]}",139,2374.5442407955184
2019-07-07,"{""type"":""Point"",""coordinates"":[136.426364,-22.740800187]}",138,2528.883424510802
2019-07-08,"{""type"":""Point"",""coordinates"":[140.352184898,-28.758216808]}",57,1325.2246382167384
2019-07-09,"{""type"":""Point"",""coordinates"":[143.522537231,-27.533732732]}",3,625.8109343164058
