recorder,recorderid,recorderlogin,identifier,ids,records,identifierid,identifierlogin,totalids
Tom Murray,{254559},{tmurray74},Adam Kranz,12,6260,{1673632},{megachile},8395
Jared Shorma,{491170},{blazeclaw},Matthew Pintar,11,4898,{1439513},{mpintar},5234
Jennifer Rycenga,{8778},{gyrrlfalcon},Trina Roberts,11,5833,{1163777},{trinaroberts},4651
Francisco Farriols Sarabia,,,Jiri Hodecek,11,4383,{2781414},{jiri_hodecek},1738
Cin-Ty Lee,{553242},{cintylee},solomon hendrix,11,2267,,,6833
Brenna Farrell,{521996},{brennafarrell},John Ascher,11,4831,{419371},{johnascher},26538
Ken-ichi Ueda,{1},{kueda},Nick Block,11,1754,{39752},{nlblock},7971
Cin-Ty Lee,{553242},{cintylee},Cleveland Powell,11,2267,{219054},{prairie_rambler},5873
Bill Lucas,,,solomon hendrix,11,1070,,,6833
Rob Curtis,,,Adam Kranz,11,1771,{1673632},{megachile},8395
Cin-Ty Lee,{553242},{cintylee},John Ascher,11,2267,{419371},{johnascher},26538
Julia Beach,{3191605},{chamelea},solomon hendrix,11,819,,,6833
Nicholas Soucy,{2040828},{nsouc},Adam Kranz,11,1270,{1673632},{megachile},8395
Hubert Szczygieł,{1031873},{hubertszcz},WonGun Kim,11,2204,,,5063
Ken-ichi Ueda,{1},{kueda},Kyle Kittelberger,11,1754,{1167123},{hopperdude215},4053
Martha O'Kennon,{316434},{mokennon},Even Dankowicz,11,565,{165078},{edanko},9216
Joshua Doby,{226045},{joshuadoby},Liam Wolff,11,3086,{1548062},{ospr3y},3634
James Bailey,{6971},{silversea_starsong},Adam Kranz,11,4907,{1673632},{megachile},8395
MaLisa Spring,{242224},{malisaspring},John Ascher,11,1302,{419371},{johnascher},26538
docprt,{802004},{docprt},John Ascher,11,13454,{419371},{johnascher},26538
zihuadean,{2573085},{zihuadean},harvestman-man,11,2228,{2262440},{harvestman-man},1829
Richard Stovall,{967448},{arctic_mongoose},Even Dankowicz,11,2109,{165078},{edanko},9216
Ryan Cooke,{469469},{ryancooke},Adam Kranz,11,2781,{1673632},{megachile},8395
Richard Stovall,{967448},{arctic_mongoose},Tom Palmer,11,2109,{371538},{tpalmer},3044
Nathan Taylor,{43815},{nathantaylor},Linda Jo Conn,11,1335,{26296},{connlindajo},7080
Caleb Scholtens,{472970},{upupa-epops},Matthias Buck,11,1006,{1040988},{matthias22},7190
Alex Bairstow,{317669},{alex_bairstow},Thomas Everest,11,1678,{1772002},{thomaseverest},5431
Jared Shorma,{491170},{blazeclaw},Jurek Radwański,11,4898,,,398
Sara Rall,{35078},{srall},Matthias Buck,11,16886,{1040988},{matthias22},7190
James Bailey,{6971},{silversea_starsong},Cleveland Powell,10,4907,{219054},{prairie_rambler},5873
John Garrett,{356115},{johngarrett},Trina Roberts,10,1212,{1163777},{trinaroberts},4651
mooseandsquirrel,{2380625},{mooseandsquirrel},Amy (She/Her),10,2509,{1686028},{arboretum_amy},3996
Susan J. Hewitt,{50920},{susanhewitt},Nathan Taylor,10,20207,{43815},{nathantaylor},5515
Susan J. Hewitt,{50920},{susanhewitt},Nick Block,10,20207,{39752},{nlblock},7971
Annika Lindqvist,{24973},{annikaml},Adam Kranz,10,7397,{1673632},{megachile},8395
Noah Frade,{277896},{noaboa},Adam Kranz,10,3563,{1673632},{megachile},8395
Matt Osborne,{1529987},{mosbo6},Adam Kranz,10,1508,{1673632},{megachile},8395
Tom Murray,{254559},{tmurray74},Timothy Frey,10,6260,{1878779},{calconey},3583
J. Fernando Pío León,{167064},{pioleon},Ulises Guzmán,10,560,{29935},{ug56bdi},9468
Jared Shorma,{491170},{blazeclaw},Trina Roberts,10,4898,{1163777},{trinaroberts},4651
Andrew Meeds,{917390},{ameeds},solomon hendrix,10,552,,,6833
nsferguson,{999680},{nsferguson},Adam Kranz,10,2474,{1673632},{megachile},8395
Tom Murray,{254559},{tmurray74},WonGun Kim,10,6260,,,5063
James Bailey,{6971},{silversea_starsong},WonGun Kim,10,4907,,,5063
Pete Woodall,{108966},{nyoni-pete},Victor W Fazio III,10,3882,{13444},{vicfazio3},8298
Joe MDO,{349183},{joemdo},Matthias Buck,10,7547,{1040988},{matthias22},7190
Rudyard,{13370},{rudyard},Trina Roberts,10,475,{1163777},{trinaroberts},4651
Richard Stovall,{967448},{arctic_mongoose},Andrew Meeds,10,2109,{917390},{ameeds},3050
Dianne Clarke,{363260},{dianneclarke},WonGun Kim,10,3921,,,5063
Rohit,{13193},{rohitmg},WonGun Kim,10,888,,,5063
Steve Jones,,,Patrick Alexander,10,958,{620642},{aspidoscelis},1717
Katja Schulz,{3785},{treegrow},John Ascher,10,1785,{419371},{johnascher},26538
Nick Block,{39752},{nlblock},Joshua Ekrut,10,402,,,3650
Merav Vonshak,{34038},{merav},K Schneider,10,6946,{16131},{kschnei},914
Jesse Rorabaugh,{52839},{glmory},solomon hendrix,10,1295,,,6833
Ryan Cooke,{469469},{ryancooke},Jonathan Hoskins,10,2781,,,2652
Cecil Smith,,,John Ascher,10,650,{419371},{johnascher},26538
Sara Rall,{35078},{srall},Even Dankowicz,10,16886,{165078},{edanko},9216
paul_dennehy,{842874},{paul_dennehy},Brandon Woo,10,189,,,5259
Millie Basden,{159364},{milliebasden},andyjones1,10,5203,{1694403},{andyjones1},8144
Liam O'Brien,,,Even Dankowicz,10,491,{165078},{edanko},9216
Dylan Winkler,{213832},{dylapodiformes},John Ascher,10,802,{419371},{johnascher},26538
Bill Lucas,,,WonGun Kim,10,1070,,,5063
Cecil Smith,,,solomon hendrix,10,650,,,6833
Andrew Meeds,{917390},{ameeds},John Ascher,10,552,{419371},{johnascher},26538
Even Dankowicz,{165078},{edanko},Liam Wolff,10,1288,{1548062},{ospr3y},3634
Matthew O'Donnell,{30601},{calopteryx},Jonathan Hoskins,10,449,,,2652
Even Dankowicz,{165078},{edanko},solomon hendrix,10,1288,,,6833
Roberto Guller,{1383117},{rguller},WonGun Kim,10,1132,,,5063
Bill Schur,{407471},{cwd912nb},Cleveland Powell,10,1567,{219054},{prairie_rambler},5873
Jennifer Rycenga,{8778},{gyrrlfalcon},Merav Vonshak,10,5833,{34038},{merav},5725
Eric Carpenter,{68260},{ecarpe},solomon hendrix,10,2992,,,6833
Mike Farley,{131068},{mikef451},Cleveland Powell,10,2697,{219054},{prairie_rambler},5873
Matthew Hammond,{2351441},{little_metal_weirdo},Adam Kranz,10,1690,{1673632},{megachile},8395
Victor Engel,{304494},{victorengel},miatlik,10,2887,,,1073
Joseph Salmieri Jr.,{1054256},{josephthebirder},Sam,10,2953,,,773
Andrew Meeds,{917390},{ameeds},Even Dankowicz,10,552,{165078},{edanko},9216
walkingstick2,{448026},{walkingstick2},Matthias Buck,10,2408,{1040988},{matthias22},7190
Cecil Smith,,,Matthias Buck,10,650,{1040988},{matthias22},7190
Thomas Everest,{1772002},{thomaseverest},andyjones1,9,1373,{1694403},{andyjones1},8144
Tom Palmer,{371538},{tpalmer},Jonathan Hoskins,9,3344,,,2652
Susan J. Hewitt,{50920},{susanhewitt},Chris Cohen,9,20207,,,2690
Merav Vonshak,{34038},{merav},Matthew Pintar,9,6946,{1439513},{mpintar},5234
Damon Tighe,{3494},{damontighe},andyjones1,9,4360,{1694403},{andyjones1},8144
walkingstick2,{448026},{walkingstick2},Trina Roberts,9,2408,{1163777},{trinaroberts},4651
Nicholas Soucy,{2040828},{nsouc},Even Dankowicz,9,1270,{165078},{edanko},9216
John Abrams,,,Andrew Meeds,9,3823,{917390},{ameeds},3050
Annika Lindqvist,{24973},{annikaml},Matthew Pintar,9,7397,{1439513},{mpintar},5234
Jennifer Rycenga,{8778},{gyrrlfalcon},Peter Vahlberg,9,5833,{170354},{pdvmushroom},719
QuestaGame,{196849},{questagame},Brenna Farrell,9,2547,{521996},{brennafarrell},5075
Andrea Wuenschel,{45434},{chyroptera},Nick Block,9,1190,{39752},{nlblock},7971
walkingstick2,{448026},{walkingstick2},Matthew Pintar,9,2408,{1439513},{mpintar},5234
Rohit,{13193},{rohitmg},Jiri Hodecek,9,888,{2781414},{jiri_hodecek},1738
Stephen_WV,{1406094},{stephen_wv},John Ascher,9,927,{419371},{johnascher},26538
Joseph Connors,{529040},{jciv},Linda Jo Conn,9,2193,{26296},{connlindajo},7080
Francisco Farriols Sarabia,,,Caleb Scholtens,9,4383,{472970},{upupa-epops},1573
Caleb Scholtens,{472970},{upupa-epops},Adam Kranz,9,1006,{1673632},{megachile},8395
Merav Vonshak,{34038},{merav},Adam Kranz,9,6946,{1673632},{megachile},8395
Mike Plagens,{375489},{mjplagens},Nathan Taylor,9,1831,{43815},{nathantaylor},5515
Robert Meehan,{2091871},{rrmeehan87},Matthew Pintar,9,1310,{1439513},{mpintar},5234
Michele Jones,{1120841},{beetle_mch},Amy (She/Her),9,2329,{1686028},{arboretum_amy},3996
José Belem Hernández Díaz,{42111},{belemqueuedelapin},miatlik,9,1023,,,1073
gernotkunz,{827504},{gernotkunz},Yann Kemper,9,7789,{517807},{kemper},1562
BJ Stacey,{10285},{finatic},Trina Roberts,9,9877,{1163777},{trinaroberts},4651
Andrew Core,{523371},{andrewcore},Steve Jones,9,393,,,5205
Yann Kemper,{517807},{kemper},solomon hendrix,9,1213,,,6833
mooseandsquirrel,{2380625},{mooseandsquirrel},Trina Roberts,9,2509,{1163777},{trinaroberts},4651
Brent Franklin,{25863},{brentano},solomon hendrix,9,3922,,,6833
Joseph Connors,{529040},{jciv},John Ascher,9,2193,{419371},{johnascher},26538
Michele Jones,{1120841},{beetle_mch},andyjones1,9,2329,{1694403},{andyjones1},8144
Joseph Connors,{529040},{jciv},Andrew Meeds,9,2193,{917390},{ameeds},3050
Robby Deans,{18780},{hydaticus},solomon hendrix,9,2174,,,6833
Annika Lindqvist,{24973},{annikaml},Alex Harman,9,7397,{579740},{alex_cicindela_guy},4483
Martha O'Kennon,{316434},{mokennon},Liam Wolff,9,565,{1548062},{ospr3y},3634
Robby Deans,{18780},{hydaticus},Adam Kranz,9,2174,{1673632},{megachile},8395
Brent Franklin,{25863},{brentano},Kyle Kittelberger,9,3922,{1167123},{hopperdude215},4053
Huang Wen,,,WonGun Kim,9,117,,,5063
Sylvia Alexander,{2702468},{sylian},Victor W Fazio III,9,375,{13444},{vicfazio3},8298
John Abrams,,,solomon hendrix,9,3823,,,6833
Liam O'Brien,,,Ryan O'Dell,9,491,{2509089},{reodell},1794
ombeline_sculfort,{2921125},{ombeline_sculfort},rstlaurent,9,450,{17623},{rstlaurent},1518
Mike Farley,{131068},{mikef451},Even Dankowicz,9,2697,{165078},{edanko},9216
Cin-Ty Lee,{553242},{cintylee},Matthias Buck,9,2267,{1040988},{matthias22},7190
Jared Shorma,{491170},{blazeclaw},Fabien Piednoir,9,4898,,,2737
Eric Running,{300689},{ewrunn1ng},solomon hendrix,9,3126,,,6833
Sara Rall,{35078},{srall},Matthew Pintar,9,16886,{1439513},{mpintar},5234
Victor Engel,{304494},{victorengel},Adam Kranz,9,2887,{1673632},{megachile},8395
Damon Tighe,{3494},{damontighe},Sean Ono,9,4360,{217955},{phelsumas4life},4004
Damon Tighe,{3494},{damontighe},Nick Block,9,4360,{39752},{nlblock},7971
Ken-ichi Ueda,{1},{kueda},John Ascher,9,1754,{419371},{johnascher},26538
Bob O'Kennon,{24071},{bob777},Ulises Guzmán,9,7794,{29935},{ug56bdi},9468
Thomas Koffel,{320666},{tkoffel},Alex Harman,9,3725,{579740},{alex_cicindela_guy},4483
Chuck Sexton,{27047},{gcwarbler},Cleveland Powell,9,4298,{219054},{prairie_rambler},5873
Victor W Fazio III,{13444},{vicfazio3},Kyle Kittelberger,8,3296,{1167123},{hopperdude215},4053
amoorehouse,{393272},{amoorehouse},Liam Wolff,8,1305,{1548062},{ospr3y},3634
Noah Frade,{277896},{noaboa},Liam Wolff,8,3563,{1548062},{ospr3y},3634
docprt,{802004},{docprt},Thomas Everest,8,13454,{1772002},{thomaseverest},5431
Victor W Fazio III,{13444},{vicfazio3},Kyhl Austin,8,3296,{302562},{kyhlaustin},1881
Damon Tighe,{3494},{damontighe},Ken-ichi Ueda,8,4360,{1},{kueda},2718
zihuadean,{2573085},{zihuadean},Matthias Buck,8,2228,{1040988},{matthias22},7190
Ben Armstrong,{545640},{benarmstrong},Matthias Buck,8,512,{1040988},{matthias22},7190
Ben Armstrong,{545640},{benarmstrong},John Ascher,8,512,{419371},{johnascher},26538
Mike Farley,{131068},{mikef451},Matthias Buck,8,2697,{1040988},{matthias22},7190
Richard Stovall,{967448},{arctic_mongoose},Kyle Kittelberger,8,2109,{1167123},{hopperdude215},4053
Jared Shorma,{491170},{blazeclaw},Jim Johnson,8,4898,{24521},{jimjohnson},2774
docprt,{802004},{docprt},Ulises Guzmán,8,13454,{29935},{ug56bdi},9468
walkingstick2,{448026},{walkingstick2},Jonathan Hoskins,8,2408,,,2652
Amy (She/Her),{1686028},{arboretum_amy},Nathan Taylor,8,1401,{43815},{nathantaylor},5515
Ilja Fescenko,{700543},{iliafes},Ulises Guzmán,8,222,{29935},{ug56bdi},9468
Damon Tighe,{3494},{damontighe},naturecandids,8,4360,,,677
Bill Lucas,,,Even Dankowicz,8,1070,{165078},{edanko},9216
delmer jonathan,{18727},{delmer},John Ascher,8,2056,{419371},{johnascher},26538
Tom Palmer,{371538},{tpalmer},paul_dennehy,8,3344,{842874},{paul_dennehy},1057
Damon Tighe,{3494},{damontighe},Pete Woodall,8,4360,{108966},{nyoni-pete},3716
walkingstick2,{448026},{walkingstick2},Kyle Kittelberger,8,2408,{1167123},{hopperdude215},4053
Noah Frade,{277896},{noaboa},Joe MDO,8,3563,{349183},{joemdo},9237
Ethan,,,John Ascher,8,1485,{419371},{johnascher},26538
Ken,,,Kyle Kittelberger,8,7985,{1167123},{hopperdude215},4053
Richard Stovall,{967448},{arctic_mongoose},WonGun Kim,8,2109,,,5063
Tom Palmer,{371538},{tpalmer},Even Dankowicz,8,3344,{165078},{edanko},9216
Cin-Ty Lee,{553242},{cintylee},Even Dankowicz,8,2267,{165078},{edanko},9216
Millie Basden,{159364},{milliebasden},Ulises Guzmán,8,5203,{29935},{ug56bdi},9468
Joseph Connors,{529040},{jciv},WonGun Kim,8,2193,,,5063
Victor W Fazio III,{13444},{vicfazio3},solomon hendrix,8,3296,,,6833
Victor W Fazio III,{13444},{vicfazio3},David,8,3296,,,11795
Linda Jo Conn,{26296},{connlindajo},solomon hendrix,8,3968,,,6833
Ashton Tassin,{26448},{atassin},Alex Harman,8,480,{579740},{alex_cicindela_guy},4483
Nicholas Soucy,{2040828},{nsouc},Chris Cohen,8,1270,,,2690
Rudyard,{13370},{rudyard},Even Dankowicz,8,475,{165078},{edanko},9216
Ken,,,Lupoli Roland,8,7985,{1530852},{lupoli_roland},11771
walkingstick2,{448026},{walkingstick2},Lupoli Roland,8,2408,{1530852},{lupoli_roland},11771
Mike Farley,{131068},{mikef451},Adam Kranz,8,2697,{1673632},{megachile},8395
Damon Tighe,{3494},{damontighe},Trina Roberts,8,4360,{1163777},{trinaroberts},4651
Dylan Winkler,{213832},{dylapodiformes},Tom Palmer,8,802,{371538},{tpalmer},3044
Robby Deans,{18780},{hydaticus},Trina Roberts,8,2174,{1163777},{trinaroberts},4651
Jared Shorma,{491170},{blazeclaw},Ulises Guzmán,8,4898,{29935},{ug56bdi},9468
u_phantasticus,{522203},{u_phantasticus},Trina Roberts,8,1102,{1163777},{trinaroberts},4651
Ken-ichi Ueda,{1},{kueda},Trina Roberts,8,1754,{1163777},{trinaroberts},4651
Chen Shu,{1646783},{chenshu},WonGun Kim,8,3854,,,5063
Dylan Winkler,{213832},{dylapodiformes},Even Dankowicz,8,802,{165078},{edanko},9216
Martha O'Kennon,{316434},{mokennon},Nick Block,8,565,{39752},{nlblock},7971
Millie Basden,{159364},{milliebasden},Nick Block,8,5203,{39752},{nlblock},7971
Tom Murray,{254559},{tmurray74},Brandon Woo,8,6260,,,5259
Dario Taraborelli,{1069564},{radrat},Steve Jones,8,2330,,,5205
Kinmatsu Lin,{386262},{kinmatsu},WonGun Kim,8,2803,,,5063
Luis Stevens,{101684},{luisstevens},John Ascher,8,953,{419371},{johnascher},26538
Andrew Meeds,{917390},{ameeds},Steve Jones,8,552,,,5205
Andrew Meeds,{917390},{ameeds},Michael Pirrello,8,552,{1276353},{michaelpirrello},2142
roomthily,{442615},{roomthily},Patrick Alexander,8,6233,{620642},{aspidoscelis},1717
Michele Jones,{1120841},{beetle_mch},Susan J. Hewitt,8,2329,{50920},{susanhewitt},21010
Nick Tepper,{171171},{ntepper},Steve Jones,8,1321,,,5205
Ashton Tassin,{26448},{atassin},Cleveland Powell,8,480,{219054},{prairie_rambler},5873
miguelaporta,{1488351},{miguelaporta},solomon hendrix,8,431,,,6833
johncarlson,{179022},{johncarlson},Even Dankowicz,8,584,{165078},{edanko},9216
Michele Jones,{1120841},{beetle_mch},Even Dankowicz,8,2329,{165078},{edanko},9216
Gabe King,{2249019},{elytrid},Andrew Meeds,8,861,{917390},{ameeds},3050
Gordon C. Snelling,{155080},{gcsnelling},solomon hendrix,8,735,,,6833
Joseph Salmieri Jr.,{1054256},{josephthebirder},Timothy Frey,8,2953,{1878779},{calconey},3583
Michele Jones,{1120841},{beetle_mch},K Schneider,8,2329,{16131},{kschnei},914
Brenna Farrell,{521996},{brennafarrell},Nick Block,8,4831,{39752},{nlblock},7971
Millie Basden,{159364},{milliebasden},Trina Roberts,8,5203,{1163777},{trinaroberts},4651
Eric Simons,{3809},{ericsimons},Trina Roberts,8,913,{1163777},{trinaroberts},4651
Rebecca Essenpreis,{1160656},{ressenpreis},John Ascher,8,254,{419371},{johnascher},26538
Merav Vonshak,{34038},{merav},John Ascher,8,6946,{419371},{johnascher},26538
Jennifer Rycenga,{8778},{gyrrlfalcon},John Ascher,8,5833,{419371},{johnascher},26538
johncarlson,{179022},{johncarlson},John Ascher,8,584,{419371},{johnascher},26538
Millie Basden,{159364},{milliebasden},Even Dankowicz,8,5203,{165078},{edanko},9216
Sara Simpkins,{1132458},{sarasims},Even Dankowicz,8,269,{165078},{edanko},9216
Cleveland Powell,{219054},{prairie_rambler},Nathan Taylor,8,1072,{43815},{nathantaylor},5515
Nicholas Soucy,{2040828},{nsouc},Timothy Frey,8,1270,{1878779},{calconey},3583
Jesse Rorabaugh,{52839},{glmory},Nick Block,8,1295,{39752},{nlblock},7971
Andrea Wuenschel,{45434},{chyroptera},Merav Vonshak,8,1190,{34038},{merav},5725
Julie,,,estehr,8,406,{2721932},{estehr},1960
Ken Kneidel,{553435},{kenkneidel},Adam Kranz,8,1409,{1673632},{megachile},8395
MaLisa Spring,{242224},{malisaspring},Liam Wolff,8,1302,{1548062},{ospr3y},3634
Tom Palmer,{371538},{tpalmer},Lupoli Roland,8,3344,{1530852},{lupoli_roland},11771
Linda Rogan EntSocVic,,,John Ascher,8,943,{419371},{johnascher},26538
Robby Deans,{18780},{hydaticus},Kyle Kittelberger,8,2174,{1167123},{hopperdude215},4053
Annika Lindqvist,{24973},{annikaml},John Ascher,8,7397,{419371},{johnascher},26538
Joshua Doby,{226045},{joshuadoby},paul_dennehy,7,3086,{842874},{paul_dennehy},1057
Joseph Salmieri Jr.,{1054256},{josephthebirder},Liam Wolff,7,2953,{1548062},{ospr3y},3634
Even Dankowicz,{165078},{edanko},Jonathan Hoskins,7,1288,,,2652
katrina hashagen,{51059},{khashagen},Timothy Frey,7,1253,{1878779},{calconey},3583
Eric Running,{300689},{ewrunn1ng},estehr,7,3126,{2721932},{estehr},1960
Richard Stovall,{967448},{arctic_mongoose},Dean,7,2109,,,1608
Darin J McGuire,{6333},{darinjm7},Trina Roberts,7,150,{1163777},{trinaroberts},4651
Gabe King,{2249019},{elytrid},Matthew Pintar,7,861,{1439513},{mpintar},5234
Ethan,,,Nick Block,7,1485,{39752},{nlblock},7971
Andrea Wuenschel,{45434},{chyroptera},Ken-ichi Ueda,7,1190,{1},{kueda},2718
BJ Stacey,{10285},{finatic},Matthew Pintar,7,9877,{1439513},{mpintar},5234
Eric Running,{300689},{ewrunn1ng},Sean Ono,7,3126,{217955},{phelsumas4life},4004
Yann Kemper,{517807},{kemper},Timothy Frey,7,1213,{1878779},{calconey},3583
sunnyjosef,{144118},{sunnyjosef},John Ascher,7,567,{419371},{johnascher},26538
Brent Franklin,{25863},{brentano},Matthew Pintar,7,3922,{1439513},{mpintar},5234
Sonorabee,{306974},{sonorabee},John Ascher,7,770,{419371},{johnascher},26538
Damon Tighe,{3494},{damontighe},David,7,4360,,,11795
docprt,{802004},{docprt},Noah Frade,7,13454,{277896},{noaboa},2931
Brenna Farrell,{521996},{brennafarrell},Matthew Pintar,7,4831,{1439513},{mpintar},5234
Chris Evers,{61883},{cae1},Jim Johnson,7,2605,{24521},{jimjohnson},2774
Brent Franklin,{25863},{brentano},John Ascher,7,3922,{419371},{johnascher},26538
Jennifer Rycenga,{8778},{gyrrlfalcon},Nathan Taylor,7,5833,{43815},{nathantaylor},5515
Richard Stovall,{967448},{arctic_mongoose},Joe MDO,7,2109,{349183},{joemdo},9237
K Schneider,{16131},{kschnei},Even Dankowicz,7,485,{165078},{edanko},9216
James Bailey,{6971},{silversea_starsong},Fabien Piednoir,7,4907,,,2737
Dylan Winkler,{213832},{dylapodiformes},Brandon Woo,7,802,,,5259
Zachary Chapman,,,Trina Roberts,7,2404,{1163777},{trinaroberts},4651
Brent Franklin,{25863},{brentano},Nick Block,7,3922,{39752},{nlblock},7971
Annika Lindqvist,{24973},{annikaml},Matthias Buck,7,7397,{1040988},{matthias22},7190
Mike Farley,{131068},{mikef451},Kyle Kittelberger,7,2697,{1167123},{hopperdude215},4053
Jared Shorma,{491170},{blazeclaw},Joel DuBois,7,4898,{456853},{tuftedparidae},1007
James Kindt,{1809393},{jtkindt},solomon hendrix,7,527,,,6833
walkingstick2,{448026},{walkingstick2},solomon hendrix,7,2408,,,6833
Victor Engel,{304494},{victorengel},Linda Jo Conn,7,2887,{26296},{connlindajo},7080
Even Dankowicz,{165078},{edanko},paul_dennehy,7,1288,{842874},{paul_dennehy},1057
Merav Vonshak,{34038},{merav},Kyle Kittelberger,7,6946,{1167123},{hopperdude215},4053
Gordon C. Snelling,{155080},{gcsnelling},Even Dankowicz,7,735,{165078},{edanko},9216
Idlegrraphics,{370284},{idlegrraphics},WonGun Kim,7,2001,,,5063
Michele Jones,{1120841},{beetle_mch},Sean Ono,7,2329,{217955},{phelsumas4life},4004
José Belem Hernández Díaz,{42111},{belemqueuedelapin},WonGun Kim,7,1023,,,5063
QuestaGame,{196849},{questagame},Jiri Hodecek,7,2547,{2781414},{jiri_hodecek},1738
Pete Woodall,{108966},{nyoni-pete},WonGun Kim,7,3882,,,5063
Eric Carpenter,{68260},{ecarpe},Jonathan Hoskins,7,2992,,,2652
