recorder,recorderid,recorderlogin,identifier,ids,records,identifierid,identifierlogin,totalids
Emily,,,kevinhintsa,1,1163,{38530},{kevinhintsa},1186
Jonathan Eisen,{99304},{phylogenomics},kevinhintsa,1,11376,{38530},{kevinhintsa},1186
Ben Keen,{1148374},{benkeen},kevinhintsa,1,1920,{38530},{kevinhintsa},1186
Darien y Dario,{1597913},{hermanosescalera},bobbyfingers,1,30,{769610},{bobbyfingers},6331
Chris Evers,{61883},{cae1},kevinhintsa,1,2072,{38530},{kevinhintsa},1186
Darrel Brown,{752598},{darrelbrown},bobbyfingers,1,738,{769610},{bobbyfingers},6331
sudomir,{861376},{sudomir},kevinhintsa,1,3125,{38530},{kevinhintsa},1186
Zygy,{13405},{zygy},kevinhintsa,1,441,{38530},{kevinhintsa},1186
Tyler Cannon,{1468879},{tylercannon},kevinhintsa,1,858,{38530},{kevinhintsa},1186
Stephanie,,,kfryberger,1,390,{1199297},{kfryberger},552
Joseph Salmieri Jr.,{1054256},{josephthebirder},kfryberger,1,6452,{1199297},{kfryberger},552
Alyssa,,,kha,1,434,{257324},{kha},258
P Holroyd,{3223},{pholroyd},kibby,1,1290,{990771},{kibby},224
C. A. Ivy,{399516},{arbutterflynut},Kimberely Goodwin,1,1990,{1769912},{wali43},247
Reiner Richter,{222137},{reiner},Kimberely Goodwin,1,22539,{1769912},{wali43},247
Neil Shelley,{1473301},{neilshelley},Kimberely Goodwin,1,154,{1769912},{wali43},247
David Claro,{205071},{dgclaro},bobbyfingers,1,743,{769610},{bobbyfingers},6331
eherp,{559455},{eherp},Kimberely Goodwin,1,97,{1769912},{wali43},247
Healthy Yards,{1390358},{healthyyards},Kimberely Goodwin,1,826,{1769912},{wali43},247
erikschiff,{1154205},{erikschiff},Kimberely Goodwin,1,401,{1769912},{wali43},247
tca12345,{1346668},{tca12345},Kimberely Goodwin,1,577,{1769912},{wali43},247
wildlymistaken,{599198},{wildlymistaken},Kimberely Goodwin,1,651,{1769912},{wali43},247
Stefan Gleissberg,{229253},{stefanmozug},Kimberely Goodwin,1,338,{1769912},{wali43},247
yakfur,{2002},{yakfur},Kimberely Goodwin,1,1191,{1769912},{wali43},247
Sara L Giles,{499533},{rangersara},kjsytsma,1,150,{951886},{kjsytsma},852
David Cunningham,{1766254},{davidcunninghamwildlife},bobbyfingers,1,150,{769610},{bobbyfingers},6331
David Lang,,,bobbyfingers,1,395,{769610},{bobbyfingers},6331
David Patriquin,{5701},{jackpine22},bobbyfingers,1,349,{769610},{bobbyfingers},6331
davideuler,{53138},{davideuler},bobbyfingers,1,20,{769610},{bobbyfingers},6331
Eric Soehren,{362406},{esoehren},Kory Roberts,1,275,{22614},{kaptainkory},2581
dbeadle,{273707},{dbeadle},bobbyfingers,1,4413,{769610},{bobbyfingers},6331
dcslaugh,{159098},{dcslaugh},bobbyfingers,1,30,{769610},{bobbyfingers},6331
ddborg,{1795451},{ddborg},bobbyfingers,1,8,{769610},{bobbyfingers},6331
Even Dankowicz,{165078},{edanko},Zebulen Collier,1,4890,{1916775},{naturalist_zeb},553
Andrejs Brolis,{232201},{andrejsbrolis},Anthony Brais,1,174,{1064292},{syrherp},1241
Nick Komar,{373442},{quetzal65},Kory Roberts,1,75,{22614},{kaptainkory},2581
marcie_praetorius,,,thedlund,1,940,{317487},{thedlund},323
Milo Pyne,{13518},{milopyne},Kory Roberts,1,785,{22614},{kaptainkory},2581
Zoology123,{424633},{zoology123},Kory Roberts,1,5908,{22614},{kaptainkory},2581
Zach Cava,{19380},{zach_cava},Krissa Klein,1,116,{17695},{graysquirrel},11732
Jennifer,,,Krissa Klein,1,438,{17695},{graysquirrel},11732
thusman,{1496675},{thusman},Krissa Klein,1,25,{17695},{graysquirrel},11732
vidhyas,{1810814},{vidhyas},Krissa Klein,1,218,{17695},{graysquirrel},11732
Sula Vanderplank,{246499},{sulavanderplank},Krissa Klein,1,1098,{17695},{graysquirrel},11732
Tomasz Kuder,{492308},{strix_v},Krissa Klein,1,1764,{17695},{graysquirrel},11732
slo_allen,{1739024},{slo_allen},Krissa Klein,1,83,{17695},{graysquirrel},11732
Tom Arata,{434653},{tomarata},Krissa Klein,1,838,{17695},{graysquirrel},11732
insectaaddict,{1442793},{insectaaddict},Krissa Klein,1,147,{17695},{graysquirrel},11732
Stephanie,,,Krissa Klein,1,390,{17695},{graysquirrel},11732
Isaac,,,Krissa Klein,1,276,{17695},{graysquirrel},11732
Zygy,{13405},{zygy},Krissa Klein,1,441,{17695},{graysquirrel},11732
Jeff Cole,{97486},{bugsoundsjc},Krissa Klein,1,337,{17695},{graysquirrel},11732
Ulysses M,{70032},{ulysses20},Krissa Klein,1,941,{17695},{graysquirrel},11732
Dean Hester,,,bobbyfingers,1,469,{769610},{bobbyfingers},6331
Deer,,,bobbyfingers,1,104,{769610},{bobbyfingers},6331
dendrocopus,{1701612},{dendrocopus},bobbyfingers,1,44,{769610},{bobbyfingers},6331
Denilson Eliu Ordoñez Moreno,{755698},{denilsonoz},bobbyfingers,1,2347,{769610},{bobbyfingers},6331
Rebecca Cowser,,,thedlund,1,253,{317487},{thedlund},323
Lynn,,,Krissa Klein,1,332,{17695},{graysquirrel},11732
Denis Doucet,{107551},{nbdragonflyguy},bobbyfingers,1,746,{769610},{bobbyfingers},6331
Denver Billing,,,bobbyfingers,1,84,{769610},{bobbyfingers},6331
deo2015,{161568},{deo2015},bobbyfingers,1,10,{769610},{bobbyfingers},6331
rosemarie,{147062},{rosemarie},thedlund,1,99,{317487},{thedlund},323
Derek Coomer,{770225},{dscoomer},bobbyfingers,1,506,{769610},{bobbyfingers},6331
bugboy129,{1693477},{bugboy129},Krissa Klein,1,247,{17695},{graysquirrel},11732
Kathy Claypole Biggs,{94051},{kathyclaypolebiggs},Krissa Klein,1,588,{17695},{graysquirrel},11732
P Holroyd,{3223},{pholroyd},Krissa Klein,1,1290,{17695},{graysquirrel},11732
john_peyton_anderson,{22798},{john_peyton_anderson},Krissa Klein,1,30,{17695},{graysquirrel},11732
Reiner Richter,{222137},{reiner},thedlund,1,22539,{317487},{thedlund},323
mkosiewski,{360028},{mkosiewski},Krissa Klein,1,447,{17695},{graysquirrel},11732
Derek Garvey,{1431563},{dgarv75},bobbyfingers,1,1108,{769610},{bobbyfingers},6331
DKN,{988376},{dkai},Krissa Klein,1,41,{17695},{graysquirrel},11732
Patrick Sowers,{406903},{patricksowers},Krissa Klein,1,265,{17695},{graysquirrel},11732
Milo Pyne,{13518},{milopyne},Krissa Klein,1,785,{17695},{graysquirrel},11732
desertgirl64,{1564732},{desertgirl64},bobbyfingers,1,4,{769610},{bobbyfingers},6331
ambradford,{1491944},{ambradford},thedlund,1,30,{317487},{thedlund},323
John D Reynolds,{459348},{johndreynolds},Krissa Klein,1,14894,{17695},{graysquirrel},11732
devancmarie,{128440},{devancmarie},bobbyfingers,1,28,{769610},{bobbyfingers},6331
dgracemartin,{2144255},{dgracemartin},bobbyfingers,1,45,{769610},{bobbyfingers},6331
Bruce Slater,{829489},{brulater},thedlund,1,160,{317487},{thedlund},323
tvogt,{1437003},{tvogt},thedlund,1,219,{317487},{thedlund},323
Chris Evers,{61883},{cae1},Krissa Klein,1,2072,{17695},{graysquirrel},11732
Dhahara Ranatunga,{85446},{dhahara},bobbyfingers,1,11,{769610},{bobbyfingers},6331
Linda,,,Krissa Klein,1,1222,{17695},{graysquirrel},11732
ojaiensis,{1434605},{ojaiensis},Krissa Klein,1,34,{17695},{graysquirrel},11732
Dianna Wolfe,{524715},{spinuspinus},bobbyfingers,1,352,{769610},{bobbyfingers},6331
cspirrone,{108045},{cspirrone},Krissa Klein,1,152,{17695},{graysquirrel},11732
Diego Blanco,{113206},{dblanco},bobbyfingers,1,27,{769610},{bobbyfingers},6331
Jasmine,,,thedlund,1,303,{317487},{thedlund},323
David Lang,,,Krissa Klein,1,395,{17695},{graysquirrel},11732
Tom Palmer,{371538},{tpalmer},thedlund,1,4158,{317487},{thedlund},323
ocfraz,{1940800},{ocfraz},Krissa Klein,1,11,{17695},{graysquirrel},11732
dilloneveridge,{1629485},{dilloneveridge},bobbyfingers,1,8,{769610},{bobbyfingers},6331
Jordan Broadhead,{228699},{jbroadhead},Theia Calidris,1,2474,,,818
Lauren McLaurin,{875456},{mcferny},Theia Calidris,1,2268,,,818
noahgaines,{1487056},{noahgaines},Krissa Klein,1,1873,{17695},{graysquirrel},11732
dirtydaniel,{1122508},{dirtydaniel},bobbyfingers,1,4,{769610},{bobbyfingers},6331
DKN,{988376},{dkai},bobbyfingers,1,41,{769610},{bobbyfingers},6331
rosemarie,{147062},{rosemarie},Krissa Klein,1,99,{17695},{graysquirrel},11732
Eric Koberle,{172086},{ekoberle},Krissa Klein,1,4496,{17695},{graysquirrel},11732
birdisthewerd,{1500697},{birdisthewerd},Krissa Klein,1,211,{17695},{graysquirrel},11732
dkr31011,{1882983},{dkr31011},bobbyfingers,1,17,{769610},{bobbyfingers},6331
dneasy,{1813037},{dneasy},bobbyfingers,1,15,{769610},{bobbyfingers},6331
Kellie,,,Krissa Klein,1,103,{17695},{graysquirrel},11732
koha1,{1913991},{koha1},TheKakarinka,1,98,{1719032},{thekakarinka},1327
Emily Aarsvold,{201921},{emilyaardvark},Krissa Klein,1,194,{17695},{graysquirrel},11732
Don Troha,{922567},{waystation1067},bobbyfingers,1,452,{769610},{bobbyfingers},6331
dotties,{1823404},{dotties},bobbyfingers,1,1,{769610},{bobbyfingers},6331
Dan Schofield,{1850732},{djscho},Kritsada Moomuang,1,1157,,,275
doxxi,{1654877},{doxxi},bobbyfingers,1,32,{769610},{bobbyfingers},6331
dozerskunk,{1225650},{dozerskunk},bobbyfingers,1,31,{769610},{bobbyfingers},6331
driesv,{863441},{driesv},bobbyfingers,1,217,{769610},{bobbyfingers},6331
Drizzle,{1869959},{drizzle013},bobbyfingers,1,1,{769610},{bobbyfingers},6331
María Rodríguez,{1053439},{mariarp93},TheKakarinka,1,100,{1719032},{thekakarinka},1327
arturoc,{175755},{arturoc},Kyhl Austin,1,1742,{302562},{kyhlaustin},3218
asalyi,{210953},{asalyi},Kyhl Austin,1,35,{302562},{kyhlaustin},3218
Keely Dunham,{282998},{dunhamkc},Kyhl Austin,1,271,{302562},{kyhlaustin},3218
dubsgarner,{1726110},{dubsgarner},bobbyfingers,1,6,{769610},{bobbyfingers},6331
dbeadle,{273707},{dbeadle},Kyhl Austin,1,4413,{302562},{kyhlaustin},3218
hamill8,{1546265},{hamill8},Kyhl Austin,1,64,{302562},{kyhlaustin},3218
Tom Palmer,{371538},{tpalmer},Will McFarland,1,4158,{986428},{williammcfarland},1321
Linda,,,TheKakarinka,1,1222,{1719032},{thekakarinka},1327
duckswim2,{542677},{billarbon},bobbyfingers,1,583,{769610},{bobbyfingers},6331
Kelly Krechmer,,,Kyhl Austin,1,1331,{302562},{kyhlaustin},3218
Bioexploradores Farallones,{410330},{bioexploradoresfarallones},Kyhl Austin,1,162,{302562},{kyhlaustin},3218
Erik Attaway,{151498},{eattaway92},Kyhl Austin,1,1261,{302562},{kyhlaustin},3218
Peter,,,TheKakarinka,1,2387,{1719032},{thekakarinka},1327
Bill stitt,{59817},{camelcreek},Arturo Santos,1,1019,,,2047
Duston R Duffie,{1940971},{drduffie57},bobbyfingers,1,27,{769610},{bobbyfingers},6331
DW,,,bobbyfingers,1,123,{769610},{bobbyfingers},6331
earthling_lover,{1572413},{earthling_lover},bobbyfingers,1,24,{769610},{bobbyfingers},6331
Kevin Martin,{1660306},{krmartin},Kyhl Austin,1,710,{302562},{kyhlaustin},3218
Carrie Patton,{41957},{fishorwork},Kyhl Austin,1,102,{302562},{kyhlaustin},3218
ebit,{1016884},{ebit},bobbyfingers,1,2,{769610},{bobbyfingers},6331
megadrazen,{884516},{megadrazen},TheKakarinka,1,72,{1719032},{thekakarinka},1327
edelpm,{1414229},{edelpm},bobbyfingers,1,33,{769610},{bobbyfingers},6331
Beth Duncan,{13713},{bethd},Kyhl Austin,1,184,{302562},{kyhlaustin},3218
Ben Keen,{1148374},{benkeen},Kyhl Austin,1,1920,{302562},{kyhlaustin},3218
EEL Program,,,bobbyfingers,1,408,{769610},{bobbyfingers},6331
Cin-Ty Lee,{553242},{cintylee},Kyhl Austin,1,2667,{302562},{kyhlaustin},3218
Ryne Rutherford,{38771},{ryruther},Kyhl Austin,1,2317,{302562},{kyhlaustin},3218
eflinchbaugh,{1428390},{eflinchbaugh},bobbyfingers,1,161,{769610},{bobbyfingers},6331
Heather Pickard,{167033},{heatherpickard},TheKakarinka,1,1411,{1719032},{thekakarinka},1327
egralljr,{1766551},{egralljr},bobbyfingers,1,5,{769610},{bobbyfingers},6331
Cullen Hanks,{2281},{cullen},Kyhl Austin,1,810,{302562},{kyhlaustin},3218
Elayna Flanders,{150433},{elayna2},bobbyfingers,1,3,{769610},{bobbyfingers},6331
Elisa O.,{1723438},{lagunita},bobbyfingers,1,69,{769610},{bobbyfingers},6331
Elliot Greiner,{292489},{elliotgreiner},bobbyfingers,1,3950,{769610},{bobbyfingers},6331
Emilio Bruna,{183004},{os_malucos},bobbyfingers,1,32,{769610},{bobbyfingers},6331
Jordan Cochran,{247751},{jordandcochran},Kyhl Austin,1,632,{302562},{kyhlaustin},3218
Lee,,,Kyhl Austin,1,1037,{302562},{kyhlaustin},3218
alanmichael,{1480043},{alanmichael},Kyhl Austin,1,49,{302562},{kyhlaustin},3218
Bill stitt,{59817},{camelcreek},Kyhl Austin,1,1019,{302562},{kyhlaustin},3218
C. Luke Beall,{1521095},{lukose},Kyhl Austin,1,477,{302562},{kyhlaustin},3218
beehave,{477354},{beehave},Kyhl Austin,1,113,{302562},{kyhlaustin},3218
josephturner,{1760333},{josephturner},Kyhl Austin,1,84,{302562},{kyhlaustin},3218
Liam Wolff,{1548062},{ospr3y},Kyhl Austin,1,1776,{302562},{kyhlaustin},3218
Emily Aarsvold,{201921},{emilyaardvark},bobbyfingers,1,194,{769610},{bobbyfingers},6331
Rebecca,,,Kyhl Austin,1,1176,{302562},{kyhlaustin},3218
emilyeef,{343057},{emilyeef},bobbyfingers,1,30,{769610},{bobbyfingers},6331
Dennis,,,Kyhl Austin,1,281,{302562},{kyhlaustin},3218
emmabusk1,{1674865},{emmabusk1},bobbyfingers,1,14,{769610},{bobbyfingers},6331
Chris,,,Kyhl Austin,1,1728,{302562},{kyhlaustin},3218
Eric Koberle,{172086},{ekoberle},bobbyfingers,1,4496,{769610},{bobbyfingers},6331
bizz,{1026661},{bizz},Kyhl Austin,1,78,{302562},{kyhlaustin},3218
Kathleen Soler,{389904},{kathleensoler2},Kyhl Austin,1,136,{302562},{kyhlaustin},3218
haleyodom,{1151501},{haleyodom},Kyhl Austin,1,85,{302562},{kyhlaustin},3218
Eric Neubauer,{2093983},{eaneubauer},bobbyfingers,1,197,{769610},{bobbyfingers},6331
pisum,{779571},{pisum},Kyhl Austin,1,1227,{302562},{kyhlaustin},3218
chipperatl,{524586},{chipperatl},Kyhl Austin,1,1719,{302562},{kyhlaustin},3218
Jensen Hallock-Wishner,{736967},{djensenh},Kyhl Austin,1,19,{302562},{kyhlaustin},3218
wdmunroe,{778108},{wdmunroe},Kyhl Austin,1,149,{302562},{kyhlaustin},3218
Stu Hall (BritHikesOntario),{1347149},{brithikesontario},Kyhl Austin,1,666,{302562},{kyhlaustin},3218
Tracey Allen,{711334},{lifeagogo},Kyhl Austin,1,622,{302562},{kyhlaustin},3218
jariemames,{515096},{jariemames},Kyhl Austin,1,1073,{302562},{kyhlaustin},3218
yakfur,{2002},{yakfur},Kyhl Austin,1,1191,{302562},{kyhlaustin},3218
Zack Graham,{1566635},{zgraham1994},Kyhl Austin,1,445,{302562},{kyhlaustin},3218
Zygy,{13405},{zygy},Kyhl Austin,1,441,{302562},{kyhlaustin},3218
Jackson Kusack,{1773634},{jacksonkusack},Kyhl Austin,1,278,{302562},{kyhlaustin},3218
j_appleget,{472267},{j_appleget},Kyhl Austin,1,1787,{302562},{kyhlaustin},3218
Tomasz Kuder,{492308},{strix_v},Kyhl Austin,1,1764,{302562},{kyhlaustin},3218
tyler_miller,{282160},{tyler_miller},Kyhl Austin,1,815,{302562},{kyhlaustin},3218
gatorhoo,{1427910},{gatorhoo},Kyle Jones,1,51,,,305
wildlymistaken,{599198},{wildlymistaken},lagin6489,1,651,{511741},{lagin6489},18
Martin Kalfatovic,,,Lance Jessee,1,109,{229788},{lancedj},155
Jonathan Eisen,{99304},{phylogenomics},Lane Allen,1,11376,{748635},{laneallen},121
Jonathan Eisen,{99304},{phylogenomics},langooney,1,11376,{788316},{langooney},617
Ryan Donnelly,,,langooney,1,2241,{788316},{langooney},617
Cindy Howland-Hodson,{67794},{hoboannie},langooney,1,1479,{788316},{langooney},617
Jeff Chapman,{746541},{woodridgejeff},langooney,1,1101,{788316},{langooney},617
wasatch_hunter,{1749269},{wasatch_hunter},langooney,1,1020,{788316},{langooney},617
mkkennedy,{318050},{mkkennedy},Larry Halverson,1,1887,{1493104},{larryhalverson},794
Eric Proctor,{22331},{eproctor},bobbyfingers,1,102,{769610},{bobbyfingers},6331
katydid,{4795},{katydid},larry433,1,81,{1629971},{larry433},203
mkkennedy,{318050},{mkkennedy},TheKakarinka,1,1887,{1719032},{thekakarinka},1327
hikingohio,{907706},{hikingohio},larry433,1,379,{1629971},{larry433},203
gman122,{690920},{gman122},Laura Breeden,1,840,{927473},{llaurab},349
Tom Arata,{434653},{tomarata},Laura Breeden,1,838,{927473},{llaurab},349
Even Dankowicz,{165078},{edanko},Laura Costello,1,4890,{301464},{quietlymagical},1369
Em,,,Laura Gaudette,1,636,{12049},{gaudettelaura},3739
Ira Gershenhorn,{341653},{irag},Laura Shappell,1,1562,{1482669},{ny_wetlander},968
Mira,,,Laura Shappell,1,1357,{1482669},{ny_wetlander},968
gwt2102,{2187225},{gwt2102},Laura Shappell,1,273,{1482669},{ny_wetlander},968
Matt Nusstein,{237123},{mattnusstein},Laura Shappell,1,454,{1482669},{ny_wetlander},968
josephturner,{1760333},{josephturner},William Hull,1,84,{800658},{mangoverde},1228
Philippe Hénault,{1700589},{phil_crimson},TheKakarinka,1,741,{1719032},{thekakarinka},1327
erica_00,{1541184},{erica_00},bobbyfingers,1,3,{769610},{bobbyfingers},6331
alexb0000,{741608},{alexb0000},Laurens R Halsey,1,280,{481399},{desertharrier},731
John D Reynolds,{459348},{johndreynolds},lazarus,1,14894,{270883},{lazarus},380
Ira Gershenhorn,{341653},{irag},lazarus,1,1562,{270883},{lazarus},380
williampaulwhite17,{2373009},{williampaulwhite17},lbislander,1,892,{1731848},{lbislander},495
Ira Gershenhorn,{341653},{irag},lbislander,1,1562,{1731848},{lbislander},495
vwhipple,{2161679},{vwhipple},lbislander,1,10,{1731848},{lbislander},495
Tom Horton,{1865133},{tomhorton},lbislander,1,1272,{1731848},{lbislander},495
wapatango,{2068746},{wapatango},lbislander,1,91,{1731848},{lbislander},495
softwaresimian,{2041054},{softwaresimian},lbislander,1,575,{1731848},{lbislander},495
wdmunroe,{778108},{wdmunroe},lbislander,1,149,{1731848},{lbislander},495
belyykit,{164735},{belyykit},TheKakarinka,1,2476,{1719032},{thekakarinka},1327
gwt2102,{2187225},{gwt2102},lbislander,1,273,{1731848},{lbislander},495
Kathy Claypole Biggs,{94051},{kathyclaypolebiggs},lbislander,1,588,{1731848},{lbislander},495
josephturner,{1760333},{josephturner},lbislander,1,84,{1731848},{lbislander},495
Damon Tighe,{3494},{damontighe},lbislander,1,4825,{1731848},{lbislander},495
Brodie Cass Talbott,{768606},{brodiecasstalbott},lbislander,1,874,{1731848},{lbislander},495
Leora Fitz,{1146199},{leorafitz},lbislander,1,386,{1731848},{lbislander},495
Jordan Broadhead,{228699},{jbroadhead},TheKakarinka,1,2474,{1719032},{thekakarinka},1327
danaruss,{1588413},{danaruss},lbislander,1,11,{1731848},{lbislander},495
jaliya,{110360},{jaliya},themothergooz,1,2985,{683711},{themothergooz},213
Erik Attaway,{151498},{eattaway92},lbislander,1,1261,{1731848},{lbislander},495
Philippe Hénault,{1700589},{phil_crimson},lbislander,1,741,{1731848},{lbislander},495
gman122,{690920},{gman122},lbislander,1,840,{1731848},{lbislander},495
Lauren McLaurin,{875456},{mcferny},lbislander,1,2268,{1731848},{lbislander},495
Zoology123,{424633},{zoology123},themothergooz,1,5908,{683711},{themothergooz},213
softwaresimian,{2041054},{softwaresimian},themothergooz,1,575,{683711},{themothergooz},213
Jonathan Eisen,{99304},{phylogenomics},lbislander,1,11376,{1731848},{lbislander},495
Damon Tighe,{3494},{damontighe},Lee,1,4825,,,892
Alex Rebelo,{129251},{alexanderr},Lee,1,226,,,892
Aidan F.,{301945},{a_awesome},Leila Dasher,1,357,{64286},{supertiger},536
Caroline,,,Leila Dasher,1,332,{64286},{supertiger},536
Ryne Rutherford,{38771},{ryruther},Leila Dasher,1,2317,{64286},{supertiger},536
marcie_praetorius,,,Leila Dasher,1,940,{64286},{supertiger},536
Chris Evers,{61883},{cae1},Leila Dasher,1,2072,{64286},{supertiger},536
Kim Brown,{1404335},{kim323},Leila Dasher,1,676,{64286},{supertiger},536
Kelly Krechmer,,,Leila Dasher,1,1331,{64286},{supertiger},536
jmanning513,{1637539},{jmanning513},Leila Dasher,1,38,{64286},{supertiger},536
glsrigley,{1533019},{glsrigley},Leila Dasher,1,18,{64286},{supertiger},536
Anna Claborn,{1206197},{aclaborn},Leila Dasher,1,363,{64286},{supertiger},536
Tom Palmer,{371538},{tpalmer},Leila Dasher,1,4158,{64286},{supertiger},536
Carol Blaney,{29010},{carolblaney},themothergooz,1,886,{683711},{themothergooz},213
Erik Attaway,{151498},{eattaway92},bobbyfingers,1,1261,{769610},{bobbyfingers},6331
erikschiff,{1154205},{erikschiff},bobbyfingers,1,401,{769610},{bobbyfingers},6331
nikitas_koulianos,{1435507},{nikitas_koulianos},themothergooz,1,12,{683711},{themothergooz},213
karsten_s,{1493700},{karsten_s},Lena Struwe,1,1592,{44100},{vilseskog},442
Annika Lindqvist,{24973},{annikaml},Lena Struwe,1,6551,{44100},{vilseskog},442
mssjordan,{447446},{mssjordan},Lena Struwe,1,259,{44100},{vilseskog},442
Yianni Laskaris,{21612},{yan_tonz},Lena Struwe,1,1077,{44100},{vilseskog},442
erindye,{1527191},{erindye},bobbyfingers,1,23,{769610},{bobbyfingers},6331
Judd Patterson,{43255},{juddpatterson},Lennart Hudel,1,606,{863305},{lennarthud},389
Andy Newman,{56498},{anewman},theo_witsell,1,1540,{920858},{theo_witsell},1791
earthling_lover,{1572413},{earthling_lover},Lennart Hudel,1,24,{863305},{lennarthud},389
pfaucher,{229868},{pfaucher},Lennart Hudel,1,734,{863305},{lennarthud},389
Sula Vanderplank,{246499},{sulavanderplank},leonardoac,1,1098,{417902},{leonardoac},364
Ethan Gosnell,{530663},{egosnell2002},bobbyfingers,1,778,{769610},{bobbyfingers},6331
ethanmaertz,{2471674},{ethanmaertz},bobbyfingers,1,24,{769610},{bobbyfingers},6331
hikingohio,{907706},{hikingohio},Arturo Santos,1,379,,,2047
Dennis,,,leonardoac,1,281,{417902},{leonardoac},364
Rebecca Ray,{306991},{tigerbb},Arturo Santos,1,103,,,2047
adel-fridus,{121481},{alfredoavila},leonardoac,1,200,{417902},{leonardoac},364
Kory Roberts,{22614},{kaptainkory},theo_witsell,1,2322,{920858},{theo_witsell},1791
shzimmer,{754021},{shzimmer},theo_witsell,1,436,{920858},{theo_witsell},1791
Theo Rickert,{1518293},{theorickert},Leora Fitz,1,1611,{1146199},{leorafitz},410
Zygy,{13405},{zygy},Leora Fitz,1,441,{1146199},{leorafitz},410
Frank Izaguirre,{154438},{birdizlife},Leora Fitz,1,2251,{1146199},{leorafitz},410
Jean Suplick,{426782},{jsuplick},thom,1,803,{13971},{thom},77
Elliot Greiner,{292489},{elliotgreiner},Leslie S,1,3950,{1968569},{leslie_s},118
Even Dankowicz,{165078},{edanko},bobbyfingers,1,4890,{769610},{bobbyfingers},6331
Michael Price,,,lettherebelight,1,1475,{1272075},{lettherebelight},302
James Maughn,{2873},{jmaughn},Thomas Koffel,1,5550,{320666},{tkoffel},4834
Christine,,,lettherebelight,1,213,{1272075},{lettherebelight},302
Northcut,{1132847},{northcut1},lettherebelight,1,898,{1272075},{lettherebelight},302
lfh631,{1425571},{lfh631},lettherebelight,1,58,{1272075},{lettherebelight},302
J.T.,,,Thomas Koffel,1,288,{320666},{tkoffel},4834
fangoso,{2493866},{fangoso},bobbyfingers,1,4,{769610},{bobbyfingers},6331
plectrudis,{315812},{plectrudis},lettherebelight,1,774,{1272075},{lettherebelight},302
Colleen M Simpson,{105908},{colleenm},lettherebelight,1,121,{1272075},{lettherebelight},302
jbrownweber,{1513095},{jbrownweber},Thomas Koffel,1,33,{320666},{tkoffel},4834
bhall16,{1428747},{bhall16},lettherebelight,1,29,{1272075},{lettherebelight},302
tvogt,{1437003},{tvogt},lettherebelight,1,219,{1272075},{lettherebelight},302
Shaun M. McCoshum,{105431},{shaunmichael},lettherebelight,1,2955,{1272075},{lettherebelight},302
Jennifer,,,Liam O'Brien,1,438,,,1525
Tyler Cannon,{1468879},{tylercannon},Liam O'Brien,1,858,,,1525
Ira Gershenhorn,{341653},{irag},Thomas Koffel,1,1562,{320666},{tkoffel},4834
kathleenfspicer,{761669},{kathleenfspicer},Liam O'Brien,1,5157,,,1525
owen picton,{1440274},{ospicton},Liam O'Brien,1,191,,,1525
mkkennedy,{318050},{mkkennedy},Liam O'Brien,1,1887,,,1525
vidhyas,{1810814},{vidhyas},Thomas Koffel,1,218,{320666},{tkoffel},4834
Dave Holland,{1305207},{dave_holland},Liam O'Brien,1,4166,,,1525
wapatango,{2068746},{wapatango},Thomas Koffel,1,91,{320666},{tkoffel},4834
Ken,,,Liam Wolff,1,4372,{1548062},{ospr3y},1999
Fay Ratta,{1960783},{fayster},bobbyfingers,1,77,{769610},{bobbyfingers},6331
Mike Farley,{131068},{mikef451},Liam Wolff,1,2536,{1548062},{ospr3y},1999
bronzit,{1801759},{bronzit},Liam Wolff,1,282,{1548062},{ospr3y},1999
Lauren McLaurin,{875456},{mcferny},Liam Wolff,1,2268,{1548062},{ospr3y},1999
feebee2000,{1444377},{feebee2000},bobbyfingers,1,14,{769610},{bobbyfingers},6331
Rene Valdez,{1140916},{rxvaldez00},Liam Wolff,1,191,{1548062},{ospr3y},1999
napoleon1799,{762836},{napoleon1799},Liam Wolff,1,300,{1548062},{ospr3y},1999
David Torres,,,Liam Wolff,1,2268,{1548062},{ospr3y},1999
Fern,,,bobbyfingers,1,41,{769610},{bobbyfingers},6331
Athena Weddle,{1641562},{cephalophyte},Liam Wolff,1,77,{1548062},{ospr3y},1999
figa49,,,bobbyfingers,1,38,{769610},{bobbyfingers},6331
nbrun,{1588237},{nbrun},Liam Wolff,1,163,{1548062},{ospr3y},1999
Matt Parr,,,Liam Wolff,1,1686,{1548062},{ospr3y},1999
wadesworld19,{1415037},{wadesworld19},Thomas Koffel,1,92,{320666},{tkoffel},4834
Cin-Ty Lee,{553242},{cintylee},Liam Wolff,1,2667,{1548062},{ospr3y},1999
chipperatl,{524586},{chipperatl},Liam Wolff,1,1719,{1548062},{ospr3y},1999
Cindy Howland-Hodson,{67794},{hoboannie},Liam Wolff,1,1479,{1548062},{ospr3y},1999
J.T.,,,Liam Wolff,1,288,{1548062},{ospr3y},1999
sudomir,{861376},{sudomir},Liam Wolff,1,3125,{1548062},{ospr3y},1999
James Maughn,{2873},{jmaughn},Liam Wolff,1,5550,{1548062},{ospr3y},1999
Tyler Cannon,{1468879},{tylercannon},Liam Wolff,1,858,{1548062},{ospr3y},1999
Jason Hobbs,{273977},{jmhtex},Liam Wolff,1,95,{1548062},{ospr3y},1999
